,ent_name,ent_link,ent_class,ent_conf
287,Intersectionality,http://dbpedia.org/resource/Intersectionality,owl:Thing,-0.68
288,chemical castration,http://dbpedia.org/resource/Chemical_castration,owl:Thing,-0.68
289,LDS Church,http://dbpedia.org/resource/The_Church_of_Jesus_Christ_of_Latter-day_Saints,dbpedia-owl:Person,-0.5366666666666666
290,plural marriage,http://dbpedia.org/resource/Mormonism_and_polygamy,,-0.63
291,Colorado,http://dbpedia.org/resource/Colorado,dbpedia-owl:PopulatedPlace,-0.5
292,Transgender,http://dbpedia.org/resource/Transgender,dbpedia-owl:Person,-0.5966666666666667
293,new hate,http://dbpedia.org/resource/New_Hate,,-0.609090909090909
294,Ghana,http://dbpedia.org/resource/Ghana,dbpedia-owl:PopulatedPlace,0.61
295,Mahamudu Bawumia,http://dbpedia.org/resource/Mahamudu_Bawumia,dbpedia-owl:Person,0.74
296,The stepfather,http://dbpedia.org/resource/The_Stepfather_(1987_film),,-0.79
297,ABC News,http://dbpedia.org/resource/ABC_News,dbpedia-owl:Organisation,-0.72
298,Owasso High School,http://dbpedia.org/resource/Owasso_High_School,dbpedia-owl:Organisation,0.6544285714285714
299,Emma Hayes,http://dbpedia.org/resource/Emma_Hayes,dbpedia-owl:Person,0.885
300,health secretary,http://dbpedia.org/resource/Secretary_of_State_for_Health,owl:Thing,-0.7949999999999998
301,Victoria Atkins,http://dbpedia.org/resource/Victoria_Atkins,dbpedia-owl:Person,0.88
302,MacKenzie Scott,http://dbpedia.org/resource/Torres_(musician),dbpedia-owl:Person,0.7801666666666667
303,Amazon,http://dbpedia.org/resource/Amazon.com,dbpedia-owl:Organisation,-0.74
304,Jeff Bezos,http://dbpedia.org/resource/Jeff_Bezos,dbpedia-owl:Person,0.8675
305,Chicago police,http://dbpedia.org/resource/Chicago_Police_Department,dbpedia-owl:Organisation|dbpedia-owl:Person,-0.6666666666666666
306,Chicago Sun-Times,http://dbpedia.org/resource/Chicago_Sun-Times,,0.54
307,open borders,http://dbpedia.org/resource/Open_border,owl:Thing,-0.830095238095238
308,Oklahoma district,http://dbpedia.org/resource/Oklahoma_District_(LCMS),owl:Thing,-0.8
309,Southern states,http://dbpedia.org/resource/Southern_United_States,dbpedia-owl:PopulatedPlace,-0.7475320183030901
310,Gulf South,http://dbpedia.org/resource/Gulf_South_Conference,owl:Thing,-0.74
311,CDC,http://dbpedia.org/resource/Centers_for_Disease_Control_and_Prevention,dbpedia-owl:Organisation|dbpedia-owl:Person,-0.78
312,double whammy,http://dbpedia.org/resource/Double_Whammy_(film),,-0.7766666666666667
313,public toilet,http://dbpedia.org/resource/Public_toilet,owl:Thing,-0.7049999999999998
314,Organizations,http://dbpedia.org/resource/Organization,dbpedia-owl:Person,-0.83
315,Need To,http://dbpedia.org/resource/Need_To,,-0.82
316,gender equality,http://dbpedia.org/resource/Gender_equality,owl:Thing,-0.84
317,U.S. Women’s National Team,http://dbpedia.org/resource/United_States_women's_national_soccer_team,dbpedia-owl:SportsTeam,-0.5512333333333332
318,stiff upper lip,http://dbpedia.org/resource/Stiff_Upper_Lip_(album),,-0.7799999999999988
319,of England,http://dbpedia.org/resource/Kingdom_of_England,dbpedia-owl:PopulatedPlace,0.5136904761904763
320,jersey,http://dbpedia.org/resource/Jersey,dbpedia-owl:PopulatedPlace|dbpedia-owl:Person,-0.67
321,", England",http://dbpedia.org/resource/Manchester,dbpedia-owl:PopulatedPlace,0.5933333333333334
322,Euro Cup,http://dbpedia.org/resource/UEFA_European_Championship,,-0.76
323,Arizona,http://dbpedia.org/resource/Arizona,dbpedia-owl:PopulatedPlace,0.52
324,Bookstore,http://dbpedia.org/resource/Bookselling,,-0.6806666666666666
325,Nixes,http://dbpedia.org/resource/Neck_(water_spirit),,-0.6828095238095239
326,Palestine,http://dbpedia.org/resource/Palestine_(region),owl:Thing,-0.81
327,sanctuary city,http://dbpedia.org/resource/Sanctuary_city,owl:Thing,-0.6699999999999999
328,Sacramento City Council,http://dbpedia.org/resource/Sacramento_City_Council,owl:Thing,0.685
329,for the US,http://dbpedia.org/resource/Visa_policy_of_the_United_States,owl:Thing,-0.8221428571428572
330,women's football,http://dbpedia.org/resource/Women's_association_football,owl:Thing,-0.7
331,Science,http://dbpedia.org/resource/Science,dbpedia-owl:Person,-0.73
332,Texas,http://dbpedia.org/resource/Texas,dbpedia-owl:PopulatedPlace|dbpedia-owl:Person,-0.56
333,Jeane Freeman,http://dbpedia.org/resource/Jeane_Freeman,owl:Thing,0.6909090909090909
334,Best Of,http://dbpedia.org/resource/Greatest_hits_album,owl:Thing,-0.7849999999999998
335,Jenny Slate,http://dbpedia.org/resource/Jenny_Slate,dbpedia-owl:Person,0.8525
336,Julio Torres,http://dbpedia.org/resource/Julio_Torres,owl:Thing,-0.87
337,Marcel the Shell with Shoes On,http://dbpedia.org/resource/Marcel_the_Shell_with_Shoes_On,,-0.5766666666666667
338,BYU,http://dbpedia.org/resource/Brigham_Young_University,dbpedia-owl:Organisation,0.5950549450549452
339,Utah,http://dbpedia.org/resource/Utah,dbpedia-owl:PopulatedPlace,-0.5092307692307692
340,Louisiana’s,http://dbpedia.org/resource/Louisiana,dbpedia-owl:PopulatedPlace,-0.6025153609831029
341,hate speech,http://dbpedia.org/resource/Hate_speech,owl:Thing,-0.615
342,law in Poland,http://dbpedia.org/resource/Law_of_Poland,,-0.7746666666666667
343,Poland’s,http://dbpedia.org/resource/Poland,dbpedia-owl:PopulatedPlace,0.6466666666666673
344,new left,http://dbpedia.org/resource/New_Left,dbpedia-owl:Person,-0.53
345,Christian holidays,http://dbpedia.org/resource/Liturgical_year,owl:Thing,-0.6318095238095238
346,Harry Potter,http://dbpedia.org/resource/Harry_Potter,dbpedia-owl:Person,-0.69
347,Daniel Radcliffe,http://dbpedia.org/resource/Daniel_Radcliffe,dbpedia-owl:Person,0.82
348,Emma Watson,http://dbpedia.org/resource/Emma_Watson,dbpedia-owl:Person,0.82
349,South Koreans,http://dbpedia.org/resource/South_Korea,dbpedia-owl:PopulatedPlace,0.6200000000000006
350,Israeli military,http://dbpedia.org/resource/Israel_Defense_Forces,dbpedia-owl:Organisation,-0.7725320183030905
351,Genetics,http://dbpedia.org/resource/Genetics,dbpedia-owl:Person,-0.67
352,Molecular biology,http://dbpedia.org/resource/Molecular_biology,dbpedia-owl:Person,-0.6808333333333333
353,Accuracy,http://dbpedia.org/resource/Accuracy_and_precision,owl:Thing,-0.84
354,Jewish educator,http://dbpedia.org/resource/Jewish_education,owl:Thing,-0.7051428571428572
355,Marketing,http://dbpedia.org/resource/Marketing,dbpedia-owl:Person,-0.77
356,Paula Pell,http://dbpedia.org/resource/Paula_Pell,dbpedia-owl:Person,0.91
357,cult hit,http://dbpedia.org/resource/Cult_following,owl:Thing,-0.8149999999999998
358,Sara Bareilles,http://dbpedia.org/resource/Sara_Bareilles,dbpedia-owl:Person,0.65
359,United Nations Human Rights Council,http://dbpedia.org/resource/United_Nations_Human_Rights_Council,dbpedia-owl:Organisation|dbpedia-owl:Person,0.6466666666666666
360,Raja Krishnamoorthi,http://dbpedia.org/resource/Raja_Krishnamoorthi,dbpedia-owl:Person,0.905
361,Mike Gallagher,http://dbpedia.org/resource/Mike_Gallagher,dbpedia-owl:Person,-0.809
362,Face the Nation,http://dbpedia.org/resource/Face_the_Nation,,-0.5897888879064009
363,Illinois,http://dbpedia.org/resource/Illinois,dbpedia-owl:PopulatedPlace,-0.57
364,Wisconsin,http://dbpedia.org/resource/Wisconsin,dbpedia-owl:PopulatedPlace,-0.67
365,Hits,http://dbpedia.org/resource/Hit_(baseball),owl:Thing,-0.85
366,Billboard Charts,http://dbpedia.org/resource/Billboard_charts,owl:Thing,-0.86
367,Karma,http://dbpedia.org/resource/Karma,dbpedia-owl:Person,-0.75
368,TikTok,http://dbpedia.org/resource/Tiktok,,-0.8029048258288174
369,Billboard Top,http://dbpedia.org/resource/Billboard_200,owl:Thing,-0.6821428571428504
370,Jean-Pierre,http://dbpedia.org/resource/Dardenne_brothers,dbpedia-owl:Person,-0.749622641509434
371,right-wing,http://dbpedia.org/resource/Right-wing_politics,owl:Thing,-0.86
372,White House press briefing,http://dbpedia.org/resource/James_S._Brady_Press_Briefing_Room,owl:Thing,-0.78
373,Aspiration,http://dbpedia.org/resource/Aspirated_consonant,owl:Thing,-0.78
374,Conflagration,http://dbpedia.org/resource/Conflagration,owl:Thing,-0.8895000000000001
375,Tegan and Sara,http://dbpedia.org/resource/Tegan_and_Sara,dbpedia-owl:Organisation|dbpedia-owl:Person,0.5875
376,Culture Of,http://dbpedia.org/resource/Culture_of_Tonga,owl:Thing,-0.835
377,Power Couple,http://dbpedia.org/resource/Supercouple,owl:Thing,-0.8066666666666674
378,Machine-Gunner,http://dbpedia.org/resource/Machine_gun,owl:Thing,-0.6694761904761904
379,Army,http://dbpedia.org/resource/United_States_Army,dbpedia-owl:Organisation,-0.64
380,Putin,http://dbpedia.org/resource/Vladimir_Putin,dbpedia-owl:Person,-0.54
381,Strike,http://dbpedia.org/resource/Strike_action,owl:Thing,-0.8
382,NATO,http://dbpedia.org/resource/NATO,dbpedia-owl:Organisation|dbpedia-owl:Person,-0.54
383,psychiatric assessment,http://dbpedia.org/resource/Psychiatric_assessment,owl:Thing,-0.7266666666666667
384,Movies,http://dbpedia.org/resource/Film,dbpedia-owl:Person,-0.66
385,Boyz N The Hood,http://dbpedia.org/resource/Boyz_n_the_Hood,,-0.5040000000000001
386,Casablanca,http://dbpedia.org/resource/Casablanca,dbpedia-owl:PopulatedPlace,-0.5592307692307692
387,Southern California,http://dbpedia.org/resource/Southern_California,dbpedia-owl:PopulatedPlace,-0.81
388,DoubleTree by Hilton,http://dbpedia.org/resource/DoubleTree,dbpedia-owl:Organisation,-0.8491666666666667
389,Torrance,"http://dbpedia.org/resource/Torrance,_California",dbpedia-owl:PopulatedPlace,-0.67
390,Kamala Harris,http://dbpedia.org/resource/Kamala_Harris,dbpedia-owl:Person,0.8725
391,Here Comes the Sun,http://dbpedia.org/resource/Here_Comes_the_Sun,,-0.569
392,Marcia Gay Harden,http://dbpedia.org/resource/Marcia_Gay_Harden,dbpedia-owl:Person,0.835
393,Seth Doane,http://dbpedia.org/resource/Seth_Doane,dbpedia-owl:Person,0.582
394,CBS,http://dbpedia.org/resource/CBS,dbpedia-owl:Organisation,0.54
395,Julian Curi,http://dbpedia.org/resource/Julian_Curi,owl:Thing,-0.7121071428571429
396,short film,http://dbpedia.org/resource/Short_film,dbpedia-owl:Person,-0.79
397,Gruff,http://dbpedia.org/resource/Gruff_Rhys,dbpedia-owl:Person,0.6323809523809524
398,New South Wales,http://dbpedia.org/resource/New_South_Wales,dbpedia-owl:PopulatedPlace,-0.54
399,South Australia,http://dbpedia.org/resource/South_Australia,dbpedia-owl:PopulatedPlace,-0.54
400,members of Congress,http://dbpedia.org/resource/Member_of_Congress,owl:Thing,-0.64
401,Women’s Tennis Championships,http://dbpedia.org/resource/NCAA_Women's_Division_III_Tennis_Championship,dbpedia-owl:Organisation,-0.6555304947877745
402,Caucus,http://dbpedia.org/resource/Caucus,owl:Thing,-0.73
403,Landmark,http://dbpedia.org/resource/Landmark,dbpedia-owl:Person,-0.85
404,Intersex,http://dbpedia.org/resource/Intersex,dbpedia-owl:Person,-0.7008333333333333
405,labor lawyer,http://dbpedia.org/resource/Labour_law,,-0.6733333333333333
406,4th U.S. Circuit Court of Appeals,http://dbpedia.org/resource/United_States_Court_of_Appeals_for_the_Fourth_Circuit,,-0.574
407,Kansas,http://dbpedia.org/resource/Kansas,dbpedia-owl:PopulatedPlace,-0.71
408,Senate minority leader,http://dbpedia.org/resource/Party_leaders_of_the_United_States_Senate,owl:Thing,-0.69
409,bomb threats,http://dbpedia.org/resource/Bomb_threat,owl:Thing,-0.82
410,Boeing,http://dbpedia.org/resource/Boeing,dbpedia-owl:Organisation,0.66
411,Cautionary Tale,http://dbpedia.org/resource/Cautionary_tale,owl:Thing,-0.86
412,Psychological Safety,http://dbpedia.org/resource/Psychological_safety,owl:Thing,-0.87
413,Ellen Page,http://dbpedia.org/resource/Ellen_Page,dbpedia-owl:Person,0.835
414,Africa,http://dbpedia.org/resource/Africa,dbpedia-owl:PopulatedPlace|dbpedia-owl:Person,-0.6
415,North America,http://dbpedia.org/resource/North_America,dbpedia-owl:PopulatedPlace|dbpedia-owl:Person,-0.54
416,Violence,http://dbpedia.org/resource/Violence,dbpedia-owl:Person,-0.77
417,Fulton County,"http://dbpedia.org/resource/Fulton_County,_Georgia",dbpedia-owl:PopulatedPlace,0.5470358974358974
418,District Attorney’s Office,http://dbpedia.org/resource/New_York_County_District_Attorney,owl:Thing,-0.7138095238095238
419,Spanish Army,http://dbpedia.org/resource/Spanish_Army,dbpedia-owl:Organisation,-0.8025320183030905
420,"Ceuta, Spain",http://dbpedia.org/resource/Ceuta,dbpedia-owl:PopulatedPlace,0.5791904761904763
421,employee resource groups,http://dbpedia.org/resource/Employee_resource_groups,owl:Thing,-0.8283333333333333
422,think tank,http://dbpedia.org/resource/Think_tank,owl:Thing,-0.5749999999999998
423,SEC filing,http://dbpedia.org/resource/SEC_filing,owl:Thing,-0.729090909090909
424,Minnesota,http://dbpedia.org/resource/Minnesota,dbpedia-owl:PopulatedPlace,-0.61
425,Appeals Court,http://dbpedia.org/resource/Appellate_court,owl:Thing,-0.7449999999999999
426,Affirms,http://dbpedia.org/resource/Affirmation_in_law,owl:Thing,-0.89
427,Ban on,http://dbpedia.org/resource/Ban_On,dbpedia-owl:PopulatedPlace,-0.74
428,Athletes,http://dbpedia.org/resource/Athlete,owl:Thing,-0.88
429,government funding bill,http://dbpedia.org/resource/Government_funding_bill,owl:Thing,-0.8483333333333333
430,New Orleans,http://dbpedia.org/resource/New_Orleans,dbpedia-owl:PopulatedPlace,0.57
431,Levi’s,http://dbpedia.org/resource/Levi_Strauss_&_Co.,dbpedia-owl:Organisation,-0.5111666666666667
432,Jennifer Sey,http://dbpedia.org/resource/Jennifer_Sey,dbpedia-owl:Person,0.625
433,Sports,http://dbpedia.org/resource/Sport,dbpedia-owl:Person,-0.77
434,Indigenous heritage,http://dbpedia.org/resource/Australian_Aboriginal_culture,owl:Thing,-0.828
435,Multnomah County Circuit Court,http://dbpedia.org/resource/Oregon_circuit_courts,owl:Thing,-0.7083333333333335
436,Portland,"http://dbpedia.org/resource/Portland,_Oregon",dbpedia-owl:PopulatedPlace,0.5707692307692308
437,AMAB,http://dbpedia.org/resource/Sex_assignment,owl:Thing,-0.5254761904761904
438,Florida governor,http://dbpedia.org/resource/Governor,,-0.6763095238095238
439,Walt Disney World,http://dbpedia.org/resource/Walt_Disney_World,dbpedia-owl:Organisation|dbpedia-owl:Person,0.5510482036760903
440,Wisconsin governor,http://dbpedia.org/resource/Governor_of_Wisconsin,owl:Thing,-0.6306666666666666
441,Tony Evers,http://dbpedia.org/resource/Tony_Evers,dbpedia-owl:Person,0.925
442,Andrew Scott,http://dbpedia.org/resource/Andrew_Scott_(actor),dbpedia-owl:Person,-0.7810126443842136
443,Patricia Highsmith,http://dbpedia.org/resource/Patricia_Highsmith,dbpedia-owl:Person,0.8516666666666667
444,Tom Ripley,http://dbpedia.org/resource/Tom_Ripley,dbpedia-owl:Person,0.9175
445,Jimmy Kimmel,http://dbpedia.org/resource/Jimmy_Kimmel,dbpedia-owl:Person,-0.53
446,Supreme Court,http://dbpedia.org/resource/Supreme_Court_of_the_United_States,dbpedia-owl:Person,-0.72
447,Nicole Scherzinger,http://dbpedia.org/resource/Nicole_Scherzinger,dbpedia-owl:Person,0.61
448,Rivaldo Barbosa,http://dbpedia.org/resource/Rivaldo_Barbosa_de_Souza,dbpedia-owl:Person,0.6768333333333334
449,organized crime,http://dbpedia.org/resource/Organized_crime,dbpedia-owl:Person,-0.55
450,Black,http://dbpedia.org/resource/Race_and_ethnicity_in_the_United_States_Census,owl:Thing,-0.68
451,Duolingo,http://dbpedia.org/resource/Duolingo,,0.5242424242424243
452,Russian authorities,http://dbpedia.org/resource/Russian_Empire,dbpedia-owl:PopulatedPlace,-0.6285185185185185
453,death row,http://dbpedia.org/resource/Death_row,owl:Thing,-0.82
454,Lauren Bennett,http://dbpedia.org/resource/Lauren_Bennett,dbpedia-owl:Person,0.625
455,Catholic priest,http://dbpedia.org/resource/Priesthood_(Catholic_Church),owl:Thing,-0.84
456,Julianne Moore,http://dbpedia.org/resource/Julianne_Moore,dbpedia-owl:Person,0.81
457,Mary,http://dbpedia.org/resource/Mary_(mother_of_Jesus),dbpedia-owl:Person,-0.6132949308755754
458,Queen Elizabeth I,http://dbpedia.org/resource/Elizabeth_I_of_England,dbpedia-owl:Person,0.584
459,Jacobean,http://dbpedia.org/resource/Jacobean_architecture,owl:Thing,-0.86
460,James’s,http://dbpedia.org/resource/James_II_of_England,dbpedia-owl:Person,0.5267496159754225
461,Elon Musk,http://dbpedia.org/resource/Elon_Musk,dbpedia-owl:Person,0.6025
462,", South Carolina","http://dbpedia.org/resource/Seabrook,_South_Carolina",dbpedia-owl:PopulatedPlace,-0.5016666666666667
463,Dawn Staley,http://dbpedia.org/resource/Dawn_Staley,dbpedia-owl:Person,0.8575
464,Rachel Levine,http://dbpedia.org/resource/Rachel_Levine,owl:Thing,-0.8691071428571427
465,Pennsylvania’s,http://dbpedia.org/resource/Pennsylvania,dbpedia-owl:PopulatedPlace,0.6633333333333339
466,Assistant Secretary for Health,http://dbpedia.org/resource/United_States_Assistant_Secretary_for_Health,owl:Thing,-0.664
467,U.S. Department of Health and Human Services,http://dbpedia.org/resource/United_States_Department_of_Health_and_Human_Services,dbpedia-owl:Organisation,0.545
468,Kingston,"http://dbpedia.org/resource/Kingston,_Ontario",dbpedia-owl:PopulatedPlace,-0.7235362100537539
469,Tragically Hip,http://dbpedia.org/resource/The_Tragically_Hip,dbpedia-owl:Organisation|dbpedia-owl:Person,0.6183333333333334
470,Jamie Dimon,http://dbpedia.org/resource/Jamie_Dimon,dbpedia-owl:Person,0.8975
471,CEO,http://dbpedia.org/resource/Chief_executive_officer,owl:Thing,-0.63
472,St. Louis area,http://dbpedia.org/resource/Greater_St._Louis,dbpedia-owl:PopulatedPlace,-0.81
473,radio talk show,http://dbpedia.org/resource/Talk_radio,owl:Thing,-0.6138095238095238
474,North Carolina governor,http://dbpedia.org/resource/Governor_of_North_Carolina,owl:Thing,-0.6506666666666666
475,North Carolina,http://dbpedia.org/resource/North_Carolina,dbpedia-owl:PopulatedPlace,-0.7083950617283951
476,Guttmacher Institute,http://dbpedia.org/resource/Guttmacher_Institute,dbpedia-owl:Organisation,0.8791666666666667
477,GLAAD,http://dbpedia.org/resource/GLAAD,dbpedia-owl:Organisation|dbpedia-owl:Person,-0.5466666666666666
478,Fascists,http://dbpedia.org/resource/Fascism,dbpedia-owl:Person,-0.71
479,Forbid,http://dbpedia.org/resource/Food_and_drink_prohibitions,,-0.89
480,left-wing,http://dbpedia.org/resource/Left-wing_politics,owl:Thing,-0.8
481,Ireland,http://dbpedia.org/resource/Republic_of_Ireland,dbpedia-owl:PopulatedPlace,-0.69
482,Land Rover,http://dbpedia.org/resource/Land_Rover,dbpedia-owl:Organisation,0.745
483,Northern Ireland,http://dbpedia.org/resource/Northern_Ireland,dbpedia-owl:PopulatedPlace,-0.678395061728395
484,Missile,http://dbpedia.org/resource/Missile,,-0.85
485,Disrupts,http://dbpedia.org/resource/Contempt_of_Congress,owl:Thing,-0.865
486,Ukraine,http://dbpedia.org/resource/Ukraine,dbpedia-owl:PopulatedPlace,0.62
487,Artists,http://dbpedia.org/resource/Artist,dbpedia-owl:Person,-0.85
488,Paints,http://dbpedia.org/resource/Paint,,-0.89
489,Scar,http://dbpedia.org/resource/Scientific_Committee_on_Antarctic_Research,dbpedia-owl:Organisation,-0.8
490,Audience,http://dbpedia.org/resource/Audience,dbpedia-owl:Person,-0.85
491,Laughs,http://dbpedia.org/resource/Laughter,,-0.7311428571428504
492,Activist,http://dbpedia.org/resource/Activism,owl:Thing,-0.72
493,Arkansas,http://dbpedia.org/resource/Arkansas,dbpedia-owl:PopulatedPlace,0.5807692307692308
494,Netanyahu,http://dbpedia.org/resource/Benjamin_Netanyahu,dbpedia-owl:Person,0.5105686846009427
495,No Labels,http://dbpedia.org/resource/No_Labels,dbpedia-owl:Organisation,-0.522
496,northern Gaza,http://dbpedia.org/resource/Gaza_Strip,dbpedia-owl:PopulatedPlace,0.6141666666666667
497,anti-gay bill,http://dbpedia.org/resource/LGBT_rights_in_Nigeria,,-0.7690000000000001
498,Right View,http://dbpedia.org/resource/Noble_Eightfold_Path,dbpedia-owl:Person,0.5532475629418105
499,Republican National Committee,http://dbpedia.org/resource/Republican_National_Committee,dbpedia-owl:Organisation,-0.7
500,Advocacy,http://dbpedia.org/resource/Advocacy,owl:Thing,-0.88
501,Communities of Color,http://dbpedia.org/resource/Person_of_color,owl:Thing,-0.805
502,Department,http://dbpedia.org/resource/Departments_of_France,owl:Thing,-0.58
503,Washington,http://dbpedia.org/resource/Washington_(state),dbpedia-owl:PopulatedPlace,-0.75
504,red and blue states,http://dbpedia.org/resource/Red_states_and_blue_states,owl:Thing,-0.5328095238095238
505,NCAA basketball tournaments,http://dbpedia.org/resource/NCAA_Men's_Division_I_Basketball_Championship,dbpedia-owl:Organisation,-0.61
506,Cardiff,http://dbpedia.org/resource/Cardiff,dbpedia-owl:PopulatedPlace,-0.57
507,Wales’,http://dbpedia.org/resource/Wales_national_rugby_union_team,dbpedia-owl:SportsTeam,-0.5515952380952381
508,host Europe,http://dbpedia.org/resource/Webfusion,dbpedia-owl:Organisation,-0.5295000000000001
509,Scientific American’s,http://dbpedia.org/resource/Scientific_American,,-0.5671428571428572
510,Hungary,http://dbpedia.org/resource/Hungary,dbpedia-owl:PopulatedPlace,0.59
511,Brussels,http://dbpedia.org/resource/Brussels,dbpedia-owl:PopulatedPlace,-0.58
512,EU,http://dbpedia.org/resource/European_Union,dbpedia-owl:PopulatedPlace|dbpedia-owl:Person|dbpedia-owl:Organisation,-0.65
513,Viktor Orban,http://dbpedia.org/resource/Viktor_Orbán,dbpedia-owl:Person,0.83
514,Russian Federal Financial Monitoring Service,http://dbpedia.org/resource/Rosfinmonitoring,dbpedia-owl:Organisation,0.8591666666666667
515,Ireland's prime minister,http://dbpedia.org/resource/Taoiseach,owl:Thing,-0.5661428571428572
516,Melania Trump,http://dbpedia.org/resource/Melania_Trump,dbpedia-owl:Person,0.573
517,Leaving The White House,http://dbpedia.org/resource/Watergate_scandal,dbpedia-owl:Person,-0.5256428571428572
518,Public Religion Research Institute,http://dbpedia.org/resource/Public_Religion_Research_Institute,owl:Thing,-0.53
519,Obergefell,http://dbpedia.org/resource/Obergefell_v._Hodges,,-0.5988095238095237
520,Fairfax County,"http://dbpedia.org/resource/Fairfax_County,_Virginia",dbpedia-owl:PopulatedPlace,0.5610482036760903
521,Virginia,http://dbpedia.org/resource/Virginia,dbpedia-owl:PopulatedPlace,0.59
522,Christians,http://dbpedia.org/resource/Christian,dbpedia-owl:Person,-0.68
523,Lindsey Horan,http://dbpedia.org/resource/Lindsey_Horan,dbpedia-owl:Person,0.87
524,Japan,http://dbpedia.org/resource/Japan,dbpedia-owl:PopulatedPlace,0.52
525,U.S. Space and Rocket Center,http://dbpedia.org/resource/U.S._Space_&_Rocket_Center,,0.5271666666666667
526,Huntsville,"http://dbpedia.org/resource/Huntsville,_Alabama",dbpedia-owl:PopulatedPlace,0.5207692307692308
527,liberal Democrat,http://dbpedia.org/resource/Liberal_Democrats,dbpedia-owl:Organisation|dbpedia-owl:Person,-0.69
528,President Barack Obama,http://dbpedia.org/resource/Barack_Obama,dbpedia-owl:Person,0.59
529,Iowa,http://dbpedia.org/resource/Iowa,dbpedia-owl:PopulatedPlace,0.5607692307692308
530,on Iowa,http://dbpedia.org/resource/On_Iowa,owl:Thing,-0.85
531,Nancy Mace,http://dbpedia.org/resource/Nancy_Mace,dbpedia-owl:Person,0.91
532,University of South Carolina,http://dbpedia.org/resource/University_of_South_Carolina,dbpedia-owl:Organisation,-0.62
533,D.C. metro,http://dbpedia.org/resource/Washington_Metro,dbpedia-owl:Organisation,-0.7107142857142857
534,Metro Transit Police Department,http://dbpedia.org/resource/King_County_Metro,dbpedia-owl:Organisation,0.5304761904761903
535,"Washington, D.C.","http://dbpedia.org/resource/Washington,_D.C.",dbpedia-owl:PopulatedPlace,0.6627272727272728
536,so lonely,http://dbpedia.org/resource/So_Lonely,,-0.7766666666666667
537,Gold Coast,"http://dbpedia.org/resource/Gold_Coast,_Queensland",dbpedia-owl:PopulatedPlace,-0.78
538,Hamas,http://dbpedia.org/resource/Hamas,dbpedia-owl:Organisation|dbpedia-owl:Person,-0.546
539,Cease-Fire,http://dbpedia.org/resource/Ceasefire,owl:Thing,-0.83
540,Boycott,http://dbpedia.org/resource/Boycott,owl:Thing,-0.74
541,Christian Ziegler,http://dbpedia.org/resource/Christian_Ziegler,dbpedia-owl:Person,0.5053623623550826
542,Kasha Jacqueline Nabagesera,http://dbpedia.org/resource/Kasha_Nabagesera,dbpedia-owl:Person,0.8066666666666665
543,anti-gay legislation,"http://dbpedia.org/resource/Uganda_Anti-Homosexuality_Act,_2014",owl:Thing,-0.7983333333333333
544,Baton Rouge,"http://dbpedia.org/resource/Baton_Rouge,_Louisiana",dbpedia-owl:PopulatedPlace,-0.63
545,Paris Saint-Germain,http://dbpedia.org/resource/Paris_Saint-Germain_F.C.,dbpedia-owl:SportsTeam,-0.69
546,The honeytrap,http://dbpedia.org/resource/The_Honeytrap,,-0.5390909090909091
547,International Transgender Day of Visibility,http://dbpedia.org/resource/International_Transgender_Day_of_Visibility,owl:Thing,-0.67
548,Queer Eye,http://dbpedia.org/resource/Queer_Eye,,-0.7166666666666667
549,France,http://dbpedia.org/resource/France,dbpedia-owl:PopulatedPlace,0.68
550,Michigan governor,http://dbpedia.org/resource/Governor_of_Michigan,owl:Thing,-0.6406666666666666
551,Gretchen Whitmer,http://dbpedia.org/resource/Gretchen_Whitmer,dbpedia-owl:Person,0.7966666666666665
552,Royal Oak,"http://dbpedia.org/resource/Royal_Oak,_Michigan",dbpedia-owl:PopulatedPlace,0.5167391304347827
553,Michigan,http://dbpedia.org/resource/Michigan,dbpedia-owl:PopulatedPlace,0.5467391304347826
554,IVF,http://dbpedia.org/resource/In_vitro_fertilisation,,-0.5449999999999999
555,Mental Health,http://dbpedia.org/resource/Mental_health,owl:Thing,-0.84
556,sexual assaults,http://dbpedia.org/resource/Sexual_assault,,-0.71
557,Vice President’s residence,http://dbpedia.org/resource/Number_One_Observatory_Circle,,-0.5336666666666666
558,NBC News,http://dbpedia.org/resource/NBC_News,dbpedia-owl:Organisation,-0.7
559,Lesbian News,http://dbpedia.org/resource/Lesbian_News,owl:Thing,-0.8483333333333333
560,Norwalk,"http://dbpedia.org/resource/Norwalk,_California",dbpedia-owl:PopulatedPlace,0.5767391304347826
561,heart attack,http://dbpedia.org/resource/Myocardial_infarction,,-0.6
562,Harvard,http://dbpedia.org/resource/Harvard_University,dbpedia-owl:Organisation,0.5507692307692308
563,neo-Nazi,http://dbpedia.org/resource/Neo-Nazism,owl:Thing,-0.605
564,Harvard Law School,http://dbpedia.org/resource/Harvard_Law_School,dbpedia-owl:Organisation|dbpedia-owl:Person,-0.7
565,Cyberlaw,http://dbpedia.org/resource/Legal_aspects_of_computing,owl:Thing,-0.6297575757575757
566,Twitter,http://dbpedia.org/resource/Twitter,dbpedia-owl:Organisation|dbpedia-owl:Person,0.5100000000000001
567,Ken Paxton,http://dbpedia.org/resource/Ken_Paxton,dbpedia-owl:Person,0.91
568,PFLAG National,http://dbpedia.org/resource/PFLAG,dbpedia-owl:Organisation,0.727
