,ent_link,news_id,cluster,ent_name,assigned_cluster,news_links,news_count
128,http://dbpedia.org/resource/Elena_Zamolodchikova,276,[3],Zamolodchikova,3,https://www.forbes.com/sites/rosaescandon/2024/04/05/katya-zamolodchikova-talks-sex-and-new-season-of-grindr-podcast/,1
129,http://dbpedia.org/resource/Elizabeth_I_of_England,357,[7],Queen Elizabeth I,7,https://www.advocate.com/television/mary-and-george-julianne-moore,1
130,http://dbpedia.org/resource/Ellen_Page,136,[8],Ellen Page,8,https://www.breitbart.com/entertainment/2024/03/25/elliot-page-decries-rights-of-lgbtq2-people-being-revoked/,1
131,http://dbpedia.org/resource/Elon_Musk,"245,61,131","[4, 6, 4]",Elon Musk,4,"https://www.nbcnews.com/tech/tech-news/elon-musks-x-appoints-new-safety-chiefs-rcna146050, https://www.advocate.com/media/alejandra-caraballo-banned-x, https://abcnews.go.com/US/wireStory/judge-dismisses-lawsuit-musks-nonprofit-researchers-tracking-hate-108477005",3
132,http://dbpedia.org/resource/Emma_Hayes,267,[4],Emma Hayes,4,https://www.forbes.com/sites/asifburhan/2024/04/04/magda-eriksson-shocked-by-emma-hayes-comments-about-player-relationships/,1
133,http://dbpedia.org/resource/Emma_Watson,343,[3],Emma Watson,3,https://www.breitbart.com/entertainment/2024/04/12/j-k-rowling-suggests-no-forgiveness-for-daniel-radcliffe-emma-watson-for-abandoning-her/,1
134,http://dbpedia.org/resource/Employee_resource_groups,176,[2],Employee Resource Groups,2,https://www.nbcnews.com/nbc-out/out-news/best-buy-offers-screen-lgbtq-nonprofit-donations-conservative-pressure-rcna145603,1
135,http://dbpedia.org/resource/Employment,240,[4],Employee,4,https://www.forbes.com/sites/maryroeloffs/2024/04/02/kanye-west-accused-of-hitler-praising-and-racist-behavior-in-new-lawsuit-by-former-donda-academy-employee/,1
136,http://dbpedia.org/resource/English_Channel,295,[3],Channel,3,https://www.advocate.com/exclusives/advocate-jake-shears-cover,1
137,http://dbpedia.org/resource/Entrepreneurship,207,[3],Founder,3,https://www.forbes.com/sites/micheleherrmann/2024/03/31/wanderful-founder-beth-santos-is-giving-women-solid-advice-on-solo-travel/,1
138,http://dbpedia.org/resource/Epidemiology_of_HIV/AIDS,138,[3],Aids Epidemic,3,https://www.abc.net.au/news/2024-03-26/holding-the-man-belvoir-2024-eamon-flack-tom-conroy/103594296,1
139,http://dbpedia.org/resource/Eric_McCormack,38,[3],Eric Mccormack,3,https://www.advocate.com/arts-entertainment/eric-mccormack,1
140,http://dbpedia.org/resource/Ethology,164,[7],Animal Behavior,7,https://www.naturalnews.com/2024-03-28-uk-museum-claims-birds-dinosaurs-lgbtq.html,1
141,http://dbpedia.org/resource/Eucharist,308,[9],Eucharistic,9,https://www.advocate.com/voices/pope-francis-transgender-people,1
142,http://dbpedia.org/resource/Europe,353,[3],Europe,3,https://www.npr.org/2024/04/13/1244302875/broadway-lempicka-queer-artist,1
143,http://dbpedia.org/resource/European_Union,21,[1],Eu,1,https://www.rt.com/news/594359-orban-hungary-eu-occupy/,1
144,http://dbpedia.org/resource/Executive_order,169,[6],Executive Order,6,https://www.nbcnews.com/nbc-out/out-politics-and-policy/county-restricted-trans-women-sports-roller-derby-league-said-no-way-rcna145444,1
145,http://dbpedia.org/resource/Face_the_Nation,31,[4],Face The Nation,4,https://www.cbsnews.com/news/raja-krishnamoorthi-mike-gallagher-face-the-nation-transcript-03-17-2024/,1
146,"http://dbpedia.org/resource/Fairfax_County,_Virginia",147,[9],Fairfax County,9,https://www.breitbart.com/education/2024/03/26/fairfax-democrats-choose-easter-sunday-as-transgender-visibility-day/,1
147,http://dbpedia.org/resource/Far-left_politics,"368,230,367","[4, 4, 4]",Far-Left,4,"https://www.breitbart.com/politics/2024/04/14/far-left-activists-chicago-filmed-cheering-irans-major-attack-israel-radical-left-sick/, https://www.naturalnews.com/2024-04-01-bezos-ex-wife-donations-migrant-invasion-transgenderism.html, https://www.breitbart.com/europe/2024/04/14/leftist-scottish-leaders-popularity-collapses-after-hate-speech-law-introduced/",3
148,http://dbpedia.org/resource/Far-right_politics,"63,179,46,11,171","[4, 8, 8, 2, 8]",Far-Right,8,"https://www.advocate.com/education/travis-akers-duval-school-board, https://www.advocate.com/education/idaho-professor-hateful-website, https://www.advocate.com/education/wisconsin-waukesha-libs-of-tiktok, https://www.dw.com/en/lgbtq-in-africa-how-the-us-far-right-whips-up-homophobia/a-68562333, https://www.advocate.com/voices/imara-jones",5
149,http://dbpedia.org/resource/Fascism,88,[8],Fascists,8,https://www.breitbart.com/politics/2024/03/20/nolte-glaad-fascists-outlaw-the-word-homosexual/,1
150,http://dbpedia.org/resource/Film,194,[3],Movies,3,https://www.forbes.com/sites/entertainment/article/best-drama-movies/,1
151,http://dbpedia.org/resource/Fine_Gael,"72,76","[4, 4]",Fine Gael,4,"https://www.bbc.co.uk/news/live/world-europe-68617038, https://www.npr.org/2024/03/20/1239622769/ireland-prime-minister-leo-varadkar-resigns",2
152,http://dbpedia.org/resource/First_Minister_of_Scotland,367,[4],Scottish First Minister,4,https://www.breitbart.com/europe/2024/04/14/leftist-scottish-leaders-popularity-collapses-after-hate-speech-law-introduced/,1
153,http://dbpedia.org/resource/Florida,"4,63,159,12,198,278","[2, 4, 6, 4, 8, 9]",Florida,4,"https://www.advocate.com/news/editor-chat-advocate-today, https://www.advocate.com/education/travis-akers-duval-school-board, https://www.bbc.co.uk/news/world-us-canada-68675795, https://www.npr.org/2024/03/15/1238272873/desantis-woke-dont-say-gay-florida-stop-woke, https://www.npr.org/2024/03/31/1241386011/florida-trans-rights-activist-book-ban-rupaul, https://www.advocate.com/newsletter/4-4-24",6
154,http://dbpedia.org/resource/Food_and_drink_prohibitions,88,[8],Forbid,8,https://www.breitbart.com/politics/2024/03/20/nolte-glaad-fascists-outlaw-the-word-homosexual/,1
155,http://dbpedia.org/resource/Forum_shopping,"80,73","[6, 6]",Judge Shopping,6,"https://www.advocate.com/law/alabama-judge-shopping, https://www.nbcnews.com/nbc-out/out-news/lgbtq-rights-lawyers-face-potential-sanctions-alabama-judge-shopping-rcna144324",2
156,http://dbpedia.org/resource/France,351,[3],France,3,https://www.forbes.com/sites/forbestravelguide/2024/04/13/travel-style-tips-from-queer-eye-star-tan-france/,1
157,http://dbpedia.org/resource/Freedom_of_speech,42,[2],Free Speech,2,https://www.advocate.com/politics/kentucky-considers-criminalizing-protests,1
158,"http://dbpedia.org/resource/Fulton_County,_Georgia",177,[4],Fulton County,4,https://www.advocate.com/news/will-wooten-donald-trump-trial,1
159,http://dbpedia.org/resource/GLAAD,"88,219","[8, 8]",Glaad,8,"https://www.breitbart.com/politics/2024/03/20/nolte-glaad-fascists-outlaw-the-word-homosexual/, https://www.forbes.com/sites/ashleemariepreston/2024/04/01/meet-the-team-behind-glaads-black-lgbtq-media-advocacy/",2
160,http://dbpedia.org/resource/Gallup_(company),34,[5],Gallup Poll,5,https://www.naturalnews.com/2024-03-18-american-adults-identifying-lgbtq-more-than-doubled.html,1
161,http://dbpedia.org/resource/Gay-friendly,23,[3],Lgbtq-Friendly,3,https://www.bbc.co.uk/news/av/uk-england-london-68565803,1
162,http://dbpedia.org/resource/Gay_bar,"201,92,204,223,202","[8, 8, 8, 8, 8]",Gay Bar,8,"https://www.dw.com/en/lgbtq-club-owner-arrested-in-russia-for-extremism/a-68709295, https://www.rt.com/russia/594586-gay-bar-managers-arrested-in-russia/, https://www.dw.com/en/lgbt-club-owner-arrested-in-russia-extremism/a-68709295, https://www.rt.com/russia/595204-gay-bar-owner-arrested/, https://www.dw.com/en/lgbtq-club-owner-arrested-in-russia-extremism/a-68709295",5
163,http://dbpedia.org/resource/Gaza_City,"96,274","[5, 1]",Gaza,5,"https://www.cbc.ca/news/canada/hamilton/ramadan-fundraising-1.7150887, https://www.npr.org/2024/04/05/1242991224/up-first-newsletter-biden-netanyahu-us-policy-no-labels-2024-election",2
164,http://dbpedia.org/resource/Gaza_Strip,274,[1],Northern Gaza,1,https://www.npr.org/2024/04/05/1242991224/up-first-newsletter-biden-netanyahu-us-policy-no-labels-2024-election,1
165,http://dbpedia.org/resource/Gender,299,[7],Gender,7,https://www.forbes.com/sites/roberthart/2024/04/08/vatican-condemns-gender-affirming-surgery-gender-theory-and-surrogacy-as-threats-to-human-dignity/,1
166,http://dbpedia.org/resource/Gender_equality,123,[6],Gender Equality,6,https://www.forbes.com/sites/juliekratz/2024/03/24/women-dont-need-to-be-fixed-organizations-need-to-fix-their-systems/,1
167,http://dbpedia.org/resource/Gender_identity,"333,104,87,302,355,50,249,232,235,234","[5, 2, 2, 6, 8, 7, 6, 6, 6, 6]",Gender Identity,6,"https://www.nbcnews.com/nbc-out/out-news/transgender-inclusion-worlds-major-religions-take-varying-stances-rcna147393, https://www.advocate.com/politics/tennessee-anti-lgbtq-foster, https://www.nbcnews.com/nbc-out/out-politics-and-policy/alabama-lawmakers-advance-expansion-dont-say-gay-law-rcna144364, https://www.nbcnews.com/news/us-news/louisianas-transgender-bathroom-bill-clears-first-hurdle-rcna146954, https://www.naturalnews.com/2024-04-12-hate-speech-poland-lgbt-three-years-prison.html, https://www.naturalnews.com/2024-03-18-spanish-corporal-self-declared-gender-change-pay-increase.html, https://www.advocate.com/newsletter/4-2-24, https://abcnews.go.com/US/wireStory/wisconsin-governor-vetoes-transgender-high-school-athletics-ban-108750696, https://www.cbsnews.com/minnesota/news/wisconsin-governor-veto-transgender-high-school-athletics-ban-lgbtq-rights/, https://www.advocate.com/politics/wisconsin-trans-sports-ban-veto",10
168,http://dbpedia.org/resource/Gender_studies,"299,233,296","[7, 7, 7]",Gender Theory,7,"https://www.forbes.com/sites/roberthart/2024/04/08/vatican-condemns-gender-affirming-surgery-gender-theory-and-surrogacy-as-threats-to-human-dignity/, https://abcnews.go.com/International/wireStory/vatican-publish-document-gender-surrogacy-human-dignity-week-108742561, https://www.nbcnews.com/news/world/vatican-blasts-gender-affirming-surgery-surrogacy-gender-theory-rcna146824",3
169,http://dbpedia.org/resource/Genderqueer,282,[2],Gender Queer,2,https://abcnews.go.com/US/report-lgbtq-content-drove-book-banning-efforts-2023/story?id=108992375,1
170,http://dbpedia.org/resource/Genetics,157,[4],Genetics,4,https://www.scientificamerican.com/article/viral-genetics-confirms-what-on-the-ground-activists-knew-early-in-the-mpox/,1
171,http://dbpedia.org/resource/Georgia_(U.S._state),"217,35,177","[6, 2, 4]",Georgia,6,"https://www.advocate.com/news/trans-corrections-officer-harassment-suit, https://www.rt.com/russia/594458-gerogia-wants-lgbt-propaganda-ban/, https://www.advocate.com/news/will-wooten-donald-trump-trial",3
172,http://dbpedia.org/resource/Georgian_Dream,134,[2],Georgian Dream,2,https://www.naturalnews.com/2024-03-25-dont-confuse-minority-rights-harmful-consequences-lgbt-propaganda.html,1
173,http://dbpedia.org/resource/German_Empire,9,[8],Germany’S,8,https://www.advocate.com/transgender/jk-rowling-nazis-persecuted-transgender,1
174,http://dbpedia.org/resource/Germany,"293,338,340","[7, 7, 7]",Germany,7,"https://www.naturalnews.com/2024-04-08-first-transgender-clinic-formed-germany-jewish-doctor.html, https://www.advocate.com/world/germany-eases-gender-changes, https://www.bbc.co.uk/news/world-europe-68801392",3
175,http://dbpedia.org/resource/Ghana,"334,95","[2, 2]",Ghana,2,"https://www.nbcnews.com/nbc-out/out-news/ghana-ruling-party-presidential-candidate-says-opposes-sex-relations-rcna147576, https://www.bbc.co.uk/news/world-africa-68623188",2
176,http://dbpedia.org/resource/Giorgia_Meloni,358,[7],Giorgia Meloni,7,https://www.nbcnews.com/nbc-out/out-news/surrogate-parenthood-inhuman-italys-meloni-says-rcna147581,1
177,http://dbpedia.org/resource/Glass,16,[3],Glass,3,https://www.npr.org/2024/03/15/1197962965/love-lies-bleeding-is-the-queer-erotic-thriller-kristen-stewart-fans-have-wanted,1
178,http://dbpedia.org/resource/God_Bless_the_USA,277,[7],God Bless The Usa,7,https://www.advocate.com/history/king-james-bible-queer,1
179,http://dbpedia.org/resource/God_in_Christianity,296,[7],God’S,7,https://www.nbcnews.com/news/world/vatican-blasts-gender-affirming-surgery-surrogacy-gender-theory-rcna146824,1
180,"http://dbpedia.org/resource/Gold_Coast,_Queensland",346,[5],Gold Coast,5,https://www.abc.net.au/news/2024-04-13/gold-coast-queer-community-lagging-behind-amid-population-boom/103682788,1
181,http://dbpedia.org/resource/Government_funding_bill,121,[2],Government Funding Bill,2,https://www.forbes.com/sites/anafaguy/2024/03/24/embassies-banned-from-flying-lgbtq-pride-flags-house-dei-office-closed-by-spending-bill/,1
182,http://dbpedia.org/resource/Governor,160,[6],Florida Governor,6,https://www.cbc.ca/news/world/disney-desantis-lawsuit-settled-1.7157648,1
183,http://dbpedia.org/resource/Governor_of_Kansas,"364,352","[6, 6]",Kansas Governor,6,"https://www.npr.org/2024/04/13/1244600423/kansas-governor-vetoes-ban-gender-affirming-care-minors, https://www.cbsnews.com/news/kansas-governor-vetoes-ban-gender-affirming-care-for-minors-anti-abortion-bills/",2
184,http://dbpedia.org/resource/Governor_of_Michigan,243,[7],Michigan Governor,7,https://www.advocate.com/news/surrogacy-michigan-bill,1
185,http://dbpedia.org/resource/Governor_of_North_Carolina,67,[4],North Carolina Governor,4,https://www.cbsnews.com/video/mark-robinson-gop-nominee-for-north-carolina-governor-has-history-of-inflammatory-remarks/,1
186,http://dbpedia.org/resource/Governor_of_Wisconsin,232,[6],Wisconsin Governor,6,https://abcnews.go.com/US/wireStory/wisconsin-governor-vetoes-transgender-high-school-athletics-ban-108750696,1
187,http://dbpedia.org/resource/Graphic_novel,191,[3],Graphic Novel,3,https://www.dw.com/en/graphic-novel-tells-the-stories-of-lgtbq-people-over-50/a-68682077,1
188,http://dbpedia.org/resource/Greater_St._Louis,269,[4],St. Louis Area,4,https://www.advocate.com/politics/school-board-elections-st-louis-conservatives-lose,1
189,http://dbpedia.org/resource/Greatest_hits_album,32,[3],Best Of,3,https://www.npr.org/2024/03/16/1197964003/slate-torres,1
190,http://dbpedia.org/resource/Gretchen_Whitmer,243,[7],Gretchen Whitmer,7,https://www.advocate.com/news/surrogacy-michigan-bill,1
191,http://dbpedia.org/resource/Grindr,"276,172","[3, 1]",Grindr,3,"https://www.forbes.com/sites/rosaescandon/2024/04/05/katya-zamolodchikova-talks-sex-and-new-season-of-grindr-podcast/, https://finance.yahoo.com/news/grindr-gets-first-buy-rating-155302401.html",2
192,http://dbpedia.org/resource/Gruff_Rhys,360,[3],Gruff,3,https://www.cbsnews.com/video/here-comes-the-sun-marcia-gay-harden-and-more/,1
193,http://dbpedia.org/resource/Gulf_South_Conference,45,[2],Gulf South,2,https://www.advocate.com/politics/anti-trans-bills-south,1
194,http://dbpedia.org/resource/Guttmacher_Institute,140,[2],Guttmacher Institute,2,https://www.advocate.com/news/abortions-increase-despite-bans,1
195,http://dbpedia.org/resource/HIV/AIDS,2,[4],Aids,4,https://www.nbcnews.com/news/us-news/oprah-winfrey-pays-tribute-glaad-media-awards-gay-brother-died-aids-rcna143589,1
196,http://dbpedia.org/resource/Hamas,192,[1],Hamas,1,https://www.forbes.com/sites/jamesfarrell/2024/03/29/nine-eurovision-acts-call-for-israel-hamas-cease-fire-but-will-stop-short-of-boycott/,1
197,http://dbpedia.org/resource/Harry_Potter,343,[3],Harry Potter,3,https://www.breitbart.com/entertainment/2024/04/12/j-k-rowling-suggests-no-forgiveness-for-daniel-radcliffe-emma-watson-for-abandoning-her/,1
198,http://dbpedia.org/resource/Harvard_Law_School,61,[6],Harvard Law School,6,https://www.advocate.com/media/alejandra-caraballo-banned-x,1
199,http://dbpedia.org/resource/Harvard_University,"61,279","[6, 3]",Harvard,6,"https://www.advocate.com/media/alejandra-caraballo-banned-x, https://www.breitbart.com/entertainment/2024/04/04/trans-harvard-professor-boasts-about-taylor-swift-course-its-her-world-and-we-live-in-it/",2
200,http://dbpedia.org/resource/Hastings,164,[7],Hastings,7,https://www.naturalnews.com/2024-03-28-uk-museum-claims-birds-dinosaurs-lgbtq.html,1
201,http://dbpedia.org/resource/Hastings_Museum_and_Art_Gallery,164,[7],Hastings Museum And Art Gallery,7,https://www.naturalnews.com/2024-03-28-uk-museum-claims-birds-dinosaurs-lgbtq.html,1
202,http://dbpedia.org/resource/Hate_crime,"44,284,120,47","[8, 4, 2, 6]",Hate Crime,8,"https://www.naturalnews.com/2024-03-18-april-fools-calling-male-man-illegal-scotland.html, https://www.bbc.co.uk/news/uk-scotland-scotland-politics-68756055, https://www.npr.org/2024/03/24/1198910892/how-two-recent-cases-of-violence-illustrate-the-lives-of-lgbtq-people, https://www.naturalnews.com/2024-03-18-bartender-charged-with-hate-crime-confronting-m2f.html",4
203,http://dbpedia.org/resource/Hate_speech,"355,131,367","[8, 4, 4]",Hate Speech Law,4,"https://www.naturalnews.com/2024-04-12-hate-speech-poland-lgbt-three-years-prison.html, https://abcnews.go.com/US/wireStory/judge-dismisses-lawsuit-musks-nonprofit-researchers-tracking-hate-108477005, https://www.breitbart.com/europe/2024/04/14/leftist-scottish-leaders-popularity-collapses-after-hate-speech-law-introduced/",3
204,http://dbpedia.org/resource/Health_insurance,43,[6],Health Insurance,6,https://www.nbcnews.com/nbc-out/out-news/idaho-considers-ban-using-public-funds-facilities-transgender-care-rcna143870,1
205,http://dbpedia.org/resource/Her_World,279,[3],Her World,3,https://www.breitbart.com/entertainment/2024/04/04/trans-harvard-professor-boasts-about-taylor-swift-course-its-her-world-and-we-live-in-it/,1
206,http://dbpedia.org/resource/Here_Comes_the_Sun,360,[3],Here Comes The Sun,3,https://www.cbsnews.com/video/here-comes-the-sun-marcia-gay-harden-and-more/,1
207,http://dbpedia.org/resource/Heritage_Council_of_Western_Australia,118,[8],State Heritage Register,8,https://www.abc.net.au/news/2024-03-23/captain-moonlite-james-nesbitt-graves-heritage-register/103622070,1
208,http://dbpedia.org/resource/Hilary_Cass,332,[7],Hilary Cass,7,https://www.advocate.com/health/hilary-cass-nhs-report-debunked,1
209,http://dbpedia.org/resource/Hit_(baseball),182,[3],Hits,3,https://www.forbes.com/sites/hughmcintyre/2024/03/29/jojo-siwas-new-single-hits-the-billboard-chartsand-its-not-even-out-yet/,1
210,http://dbpedia.org/resource/Holding_the_Man,138,[3],Holding The Man,3,https://www.abc.net.au/news/2024-03-26/holding-the-man-belvoir-2024-eamon-flack-tom-conroy/103594296,1
211,http://dbpedia.org/resource/Hollywood,"22,70","[3, 3]",Hollywood,3,"https://www.breitbart.com/entertainment/2024/03/17/elliot-page-lgbtqqiaap2s-themed-films-are-not-niche-because-30-of-youth-identify-as-lgbtqqiaap2s/, https://www.forbes.com/sites/marcberman1/2024/03/19/hollywoods-hebrew-helper-todd-shotz-seeks-accuracy-in-jewish-culture-and-presence/",2
212,http://dbpedia.org/resource/Holy_See,"299,287,233,290,296","[7, 7, 7, 7, 7]",Vatican,7,"https://www.forbes.com/sites/roberthart/2024/04/08/vatican-condemns-gender-affirming-surgery-gender-theory-and-surrogacy-as-threats-to-human-dignity/, https://www.advocate.com/news/pope-francis-gender-affirming-surgery, https://abcnews.go.com/International/wireStory/vatican-publish-document-gender-surrogacy-human-dignity-week-108742561, https://www.bbc.co.uk/news/world-europe-68761487, https://www.nbcnews.com/news/world/vatican-blasts-gender-affirming-surgery-surrogacy-gender-theory-rcna146824",5
213,http://dbpedia.org/resource/Hostile_work_environment,217,[6],Hostile Work Environment,6,https://www.advocate.com/news/trans-corrections-officer-harassment-suit,1
214,http://dbpedia.org/resource/How_2,96,[5],How 2,5,https://www.cbc.ca/news/canada/hamilton/ramadan-fundraising-1.7150887,1
215,http://dbpedia.org/resource/Human_Rights_Campaign,"200,252","[9, 8]",Human Rights Campaign,9,"https://www.advocate.com/news/trans-voices-transgender-day-visibility, https://www.advocate.com/news/chaya-raichik-doubletree-california",2
216,http://dbpedia.org/resource/Humza_Yousaf,367,[4],Humza Yousaf,4,https://www.breitbart.com/europe/2024/04/14/leftist-scottish-leaders-popularity-collapses-after-hate-speech-law-introduced/,1
217,http://dbpedia.org/resource/Hungary,21,[1],Hungary,1,https://www.rt.com/news/594359-orban-hungary-eu-occupy/,1
218,"http://dbpedia.org/resource/Huntsville,_Alabama",37,[6],Huntsville,6,https://www.advocate.com/news/libs-of-tiktok-space-camp,1
219,http://dbpedia.org/resource/Idaho,"43,179,143","[6, 8, 6]",Idaho,6,"https://www.nbcnews.com/nbc-out/out-news/idaho-considers-ban-using-public-funds-facilities-transgender-care-rcna143870, https://www.advocate.com/education/idaho-professor-hateful-website, https://www.npr.org/2024/03/26/1240984043/police-investigating-racial-harassment-of-ncaa-womens-basketball-team-in-idaho",3
220,http://dbpedia.org/resource/Illegal_drug_trade,221,[8],Illicit Drugs,8,https://www.nbcnews.com/nbc-out/out-news/two-men-charged-distributing-illicit-drugs-death-transgender-activist-rcna145883,1
221,http://dbpedia.org/resource/Illinois,31,[4],Illinois,4,https://www.cbsnews.com/news/raja-krishnamoorthi-mike-gallagher-face-the-nation-transcript-03-17-2024/,1
222,http://dbpedia.org/resource/Imam,29,[4],Imam,4,https://www.abc.net.au/news/2024-03-17/compass-sheikh-shadi-the-home-grown-iman/103585594,1
223,http://dbpedia.org/resource/In_vitro_fertilisation,243,[7],Ivf,7,https://www.advocate.com/news/surrogacy-michigan-bill,1
224,http://dbpedia.org/resource/Independent_politician,319,[8],Independent,8,https://www.naturalnews.com/2024-04-10-climate-change-threatening-incomes-trans-indonesia.html,1
225,http://dbpedia.org/resource/Indian_National_Congress,"172,93","[1, 2]",Congress Members,1,"https://finance.yahoo.com/news/grindr-gets-first-buy-rating-155302401.html, https://www.advocate.com/politics/house-advances-anti-lgbtq-bills",2
226,http://dbpedia.org/resource/Indonesia,319,[8],Indonesia,8,https://www.naturalnews.com/2024-04-10-climate-change-threatening-incomes-trans-indonesia.html,1
227,http://dbpedia.org/resource/International_Transgender_Day_of_Visibility,214,[9],International Transgender Day Of Visibility,9,https://www.npr.org/2024/03/30/1241589753/transgender-day-of-visibility-rachel-crandall-crocker,1
228,http://dbpedia.org/resource/International_sanctions_during_the_Ukrainian_crisis,261,[2],Western Sanctions,2,https://www.rt.com/africa/595390-ugandan-court-upholds-anti-gay-law/,1
229,http://dbpedia.org/resource/Intersectionality,362,[7],Intersectionality,7,https://www.forbes.com/sites/mayarichard-craven/2024/04/14/dei-should-address-intersectionality-heres-why/,1
230,http://dbpedia.org/resource/Intersex,264,[7],Intersex,7,https://www.forbes.com/sites/caileygleeson/2024/04/04/un-human-rights-council-passes-landmark-resolution-protecting-rights-of-intersex-people/,1
231,http://dbpedia.org/resource/Iowa,242,[3],Iowa,3,https://www.npr.org/2024/04/02/1242334968/caitlin-clark-iowa-uconn-final-four,1
232,http://dbpedia.org/resource/Iran,368,[4],Iran,4,https://www.breitbart.com/politics/2024/04/14/far-left-activists-chicago-filmed-cheering-irans-major-attack-israel-radical-left-sick/,1
233,"http://dbpedia.org/resource/Irish_general_election,_2011",72,[4],General Election In The Republic Of Ireland,4,https://www.bbc.co.uk/news/live/world-europe-68617038,1
234,http://dbpedia.org/resource/Islam,29,[4],Islam,4,https://www.abc.net.au/news/2024-03-17/compass-sheikh-shadi-the-home-grown-iman/103585594,1
235,http://dbpedia.org/resource/Islam_in_Australia,29,[4],Australian Muslims,4,https://www.abc.net.au/news/2024-03-17/compass-sheikh-shadi-the-home-grown-iman/103585594,1
236,http://dbpedia.org/resource/Israel,"81,368,197,274,192","[6, 4, 1, 1, 1]",Israel,1,"https://www.advocate.com/news/nicole-berner-lesbian-judge-confirmed, https://www.breitbart.com/politics/2024/04/14/far-left-activists-chicago-filmed-cheering-irans-major-attack-israel-radical-left-sick/, https://www.nbcnews.com/news/world/eurovision-song-contest-israel-hamas-war-gaza-artists-malmo-rcna145584, https://www.npr.org/2024/04/05/1242991224/up-first-newsletter-biden-netanyahu-us-policy-no-labels-2024-election, https://www.forbes.com/sites/jamesfarrell/2024/03/29/nine-eurovision-acts-call-for-israel-hamas-cease-fire-but-will-stop-short-of-boycott/",5
237,http://dbpedia.org/resource/Israel_Defense_Forces,197,[1],Israeli Military,1,https://www.nbcnews.com/news/world/eurovision-song-contest-israel-hamas-war-gaza-artists-malmo-rcna145584,1
238,http://dbpedia.org/resource/Italy,"358,359","[7, 7]",Italy,7,"https://www.nbcnews.com/nbc-out/out-news/surrogate-parenthood-inhuman-italys-meloni-says-rcna147581, https://www.advocate.com/news/italy-prime-minister-surrogacy",2
239,http://dbpedia.org/resource/Ivy_League,279,[3],Ivy League University,3,https://www.breitbart.com/entertainment/2024/04/04/trans-harvard-professor-boasts-about-taylor-swift-course-its-her-world-and-we-live-in-it/,1
240,http://dbpedia.org/resource/J._K._Rowling,"9,343","[8, 3]",J.K. Rowling,8,"https://www.advocate.com/transgender/jk-rowling-nazis-persecuted-transgender, https://www.breitbart.com/entertainment/2024/04/12/j-k-rowling-suggests-no-forgiveness-for-daniel-radcliffe-emma-watson-for-abandoning-her/",2
241,http://dbpedia.org/resource/Jacobean_architecture,357,[7],Jacobean,7,https://www.advocate.com/television/mary-and-george-julianne-moore,1
242,http://dbpedia.org/resource/Jake_Shears,295,[3],Jake Shears,3,https://www.advocate.com/exclusives/advocate-jake-shears-cover,1
243,http://dbpedia.org/resource/James_Carville,246,[9],James Carville,9,https://www.breitbart.com/clips/2024/04/02/carville-biden-didnt-know-easter-was-trans-visibility-day-no-one-in-the-white-house-knew-there-was-easter-overlap/,1
244,http://dbpedia.org/resource/James_Cook,218,[8],James Cook,8,https://www.bbc.co.uk/news/av/uk-scotland-68688133,1
245,http://dbpedia.org/resource/James_II_of_England,357,[7],James’S,7,https://www.advocate.com/television/mary-and-george-julianne-moore,1
246,http://dbpedia.org/resource/James_Nesbitt,118,[8],James Nesbitt,8,https://www.abc.net.au/news/2024-03-23/captain-moonlite-james-nesbitt-graves-heritage-register/103622070,1
247,http://dbpedia.org/resource/James_S._Brady_Press_Briefing_Room,244,[9],White House Press Briefing,9,https://www.advocate.com/politics/jean-pierre-responds-tdov-misinformation,1
248,http://dbpedia.org/resource/James_VI_and_I,"277,357","[7, 7]",King James I,7,"https://www.advocate.com/history/king-james-bible-queer, https://www.advocate.com/television/mary-and-george-julianne-moore",2
249,http://dbpedia.org/resource/Jamie_Dimon,286,[4],Jamie Dimon,4,https://abcnews.go.com/Business/inflation-alarm-extraordinary-ai-4-takeaways-jamie-dimons/story?id=108996449,1
250,http://dbpedia.org/resource/Japan,281,[4],Japan,4,https://www.bbc.co.uk/sport/football/68754082,1
251,http://dbpedia.org/resource/Jeane_Freeman,284,[4],Jeane Freeman,4,https://www.bbc.co.uk/news/uk-scotland-scotland-politics-68756055,1
252,http://dbpedia.org/resource/Jeff_Bezos,"86,230,83","[4, 4, 4]",Jeff Bezos,4,"https://www.bbc.co.uk/news/world-us-canada-68609687, https://www.naturalnews.com/2024-04-01-bezos-ex-wife-donations-migrant-invasion-transgenderism.html, https://www.nbcnews.com/nbc-out/out-news/lgbtq-nonprofits-mackenzie-scott-billionaire-amazon-rcna144245",3
253,http://dbpedia.org/resource/Jennifer_Sey,137,[6],Jennifer Sey,6,https://www.forbes.com/sites/pamdanziger/2024/03/25/ex-levis-president-jennifer-sey-launches-xx-xy-athletics-to-protect-womens-sports/,1
254,http://dbpedia.org/resource/Jenny_Slate,32,[3],Jenny Slate,3,https://www.npr.org/2024/03/16/1197964003/slate-torres,1
255,http://dbpedia.org/resource/Jerrod_Carmichael,298,[4],Jerrod Carmichael,4,https://www.breitbart.com/entertainment/2024/04/07/golden-globes-host-jerrod-carmichael-calls-dave-chappelle-an-egomaniac-says-gay-jokes-still-scary-for-me/,1
256,http://dbpedia.org/resource/Jersey,174,[4],Jersey,4,https://www.cbc.ca/news/england-soccer-jersey-redesign-1.7158517,1
