,news_id,node_link,node_name,news_links,cluster,degree
0,"0,10,18,27,39,46,47,62,63,84,91,99,100,102,119,124,133,136,158,159,169,177,190,220,221,225,228,237,280,292,301,328",,Cluster 0,"https://www.npr.org/2024/03/15/1238780699/nex-benedict-nonbinary-oklahoma-death-bullying, https://www.advocate.com/news/nex-benedict-drugs-toxicology-experts, https://abcnews.go.com/US/former-students-parents-speak-anti-lgbtq-bullying-nex/story?id=108151777, https://www.advocate.com/news/womens-roller-derby-ny-transgender, https://www.advocate.com/news/chasten-buttigieg-michigan-state-lecture, https://www.advocate.com/education/wisconsin-waukesha-libs-of-tiktok, https://www.naturalnews.com/2024-03-18-bartender-charged-with-hate-crime-confronting-m2f.html, https://www.npr.org/2024/03/19/1198910422/1a-03-19-2024, https://www.advocate.com/education/travis-akers-duval-school-board, https://www.advocate.com/voices/nex-benedict-autopsy, https://www.abc.net.au/news/2024-03-20/what-is-the-religious-discrimination-debate-about/103608824, https://www.abc.net.au/news/2024-03-21/government-hears-back-on-religious-schools-review-plans-unclear/103617228, https://www.npr.org/2024/03/21/1240079971/nex-benedict-case-tulsa-da, https://abcnews.go.com/US/nex-benedict-fight-no-charges/story?id=108368542, https://www.cbsnews.com/news/nex-benedict-death-no-charges-filed-district-attorney-tulsa-oklahoma/, https://www.rt.com/news/594818-transgender-teen-sent-to-prison/, https://www.npr.org/2024/03/25/1240718749/russia-moscow-concert-hall-attack-isis-k, https://www.breitbart.com/entertainment/2024/03/25/elliot-page-decries-rights-of-lgbtq2-people-being-revoked/, https://www.advocate.com/news/nex-benedict-autopsy-released, https://www.bbc.co.uk/news/world-us-canada-68675795, https://www.nbcnews.com/nbc-out/out-politics-and-policy/county-restricted-trans-women-sports-roller-derby-league-said-no-way-rcna145444, https://www.advocate.com/news/will-wooten-donald-trump-trial, https://www.rt.com/russia/595165-russia-queer-club-terrorists/, https://abcnews.go.com/US/charged-transgender-activist-cecilia-gentilis-death/story?id=108714421, https://www.nbcnews.com/nbc-out/out-news/two-men-charged-distributing-illicit-drugs-death-transgender-activist-rcna145883, https://www.abc.net.au/news/2024-04-02/gay-conversion-ban-advocates-call-for-sa-to-outlaw-practice/103652494, https://www.advocate.com/crime/two-arrested-death-cecilia-gentili, https://www.nbcnews.com/nbc-out/out-news/benedict-backed-rights-lgbtq-couples-pope-francis-says-rcna146014, https://www.advocate.com/obituaries/lesbian-news-ella-matthes-obituary, https://www.dw.com/en/us-womens-football-team-will-new-generation-still-fight-for-social-causes/a-68761234, https://www.forbes.com/sites/susanharmeling/2024/04/07/the-quiet-bomb-how-dei-went-from-aspiration-to-conflagrationand-how-to-put-out-the-fire/, https://www.nbcnews.com/nbc-out/out-politics-and-policy/trans-daughter-struggles-father-pushes-prejudice-was-wake-rcna147403",0,10
1,"45,53,55,80,104,112,126,130,137,154,156,173,175,179,191,198,203,222,236,258,267,268,286,295,327,343,346,348,351",,Cluster 1,"https://www.advocate.com/politics/anti-trans-bills-south, https://www.scientificamerican.com/article/families-find-ways-to-protect-their-lgbtq-kids-from-serious-harm-physical/, https://www.advocate.com/people/pastor-gospel-musicians-gay, https://www.advocate.com/law/alabama-judge-shopping, https://www.advocate.com/politics/tennessee-anti-lgbtq-foster, https://www.cbc.ca/radio/day6/the-queen-of-my-dreams-1.7152878, https://www.forbes.com/sites/shaunharper/2024/03/24/black-athletes-could-upset-march-madness-and-end-attacks-on-dei/, https://www.nbcnews.com/nbc-out/out-news/washington-lgbtq-history-schools-governor-law-rcna144991, https://www.forbes.com/sites/pamdanziger/2024/03/25/ex-levis-president-jennifer-sey-launches-xx-xy-athletics-to-protect-womens-sports/, https://www.nbcnews.com/nbc-out/out-news/sacramento-sanctuary-city-transgender-people-rcna145287, https://www.cbsnews.com/sacramento/news/sanctuary-city-transgenders-sacramento/, https://www.advocate.com/news/states-with-lgbtq-curriculum, https://www.advocate.com/newsletter/3-28-2024, https://www.advocate.com/education/idaho-professor-hateful-website, https://www.dw.com/en/graphic-novel-tells-the-stories-of-lgtbq-people-over-50/a-68682077, https://www.npr.org/2024/03/31/1241386011/florida-trans-rights-activist-book-ban-rupaul, https://www.advocate.com/news/rfk-human-rights-award-arely-westley-transgender-immigrants, https://www.advocate.com/politics/burlington-mayor-emma-mulvaney-stanak, https://www.advocate.com/politics/chuck-basye-homophobia-republican-missouri, https://www.bbc.co.uk/news/uk-wales-68731593, https://www.forbes.com/sites/asifburhan/2024/04/04/magda-eriksson-shocked-by-emma-hayes-comments-about-player-relationships/, https://www.nbcnews.com/nbc-out/out-news/un-rights-body-adopts-first-resolution-protect-rights-intersex-people-rcna146374, https://abcnews.go.com/Business/inflation-alarm-extraordinary-ai-4-takeaways-jamie-dimons/story?id=108996449, https://www.advocate.com/exclusives/advocate-jake-shears-cover, https://finance.yahoo.com/news/column-californias-transgender-sanctuary-law-100034789.html, https://www.breitbart.com/entertainment/2024/04/12/j-k-rowling-suggests-no-forgiveness-for-daniel-radcliffe-emma-watson-for-abandoning-her/, https://www.abc.net.au/news/2024-04-13/gold-coast-queer-community-lagging-behind-amid-population-boom/103682788, https://www.breitbart.com/clips/2024/04/12/chasten-buttigieg-republicans-are-telling-suicidal-lgbtq-people-to-pull-the-trigger/, https://www.forbes.com/sites/forbestravelguide/2024/04/13/travel-style-tips-from-queer-eye-star-tan-france/",1,10
2,"2,5,7,9,22,32,33,37,44,54,57,64,82,88,89,94,96,106,116,127,132,134,139,143,166,187,192,193,208,213,218,219,224,238,245,247,253,271,276,279,284,294,300,305,307,311,314,315,318,323,324,329,342,347,355,356,366,367",,Cluster 2,"https://www.nbcnews.com/news/us-news/oprah-winfrey-pays-tribute-glaad-media-awards-gay-brother-died-aids-rcna143589, https://www.nbcnews.com/news/us-news/elliot-page-lgbtq-cinema-m-sorry-not-niche-rcna143645, https://www.advocate.com/media/oprah-niecy-out-glaad-awards, https://www.advocate.com/transgender/jk-rowling-nazis-persecuted-transgender, https://www.breitbart.com/entertainment/2024/03/17/elliot-page-lgbtqqiaap2s-themed-films-are-not-niche-because-30-of-youth-identify-as-lgbtqqiaap2s/, https://www.npr.org/2024/03/16/1197964003/slate-torres, https://www.cbc.ca/news/canada/anti-transgender-hate-online-1.7146085, https://www.advocate.com/news/libs-of-tiktok-space-camp, https://www.naturalnews.com/2024-03-18-april-fools-calling-male-man-illegal-scotland.html, https://www.scientificamerican.com/article/new-insights-from-ai-strange-metals-and-parents-of-lgbtq-kids/, https://www.bbc.co.uk/news/world-europe-68607146, https://www.advocate.com/nyc-school-investigation-books-trash, https://www.advocate.com/media/stars-at-glaad-media-awards, https://www.breitbart.com/politics/2024/03/20/nolte-glaad-fascists-outlaw-the-word-homosexual/, https://www.advocate.com/girls5eva-s-paula-pell-on-season-3-s-lesbian-trampage-and-finding-her-people, https://www.advocate.com/media/cable-news-transgender-coverage, https://www.cbc.ca/news/canada/hamilton/ramadan-fundraising-1.7150887, https://www.rt.com/russia/594682-lgbt-terrorism-russia-law/, https://www.nbcnews.com/nbc-out/out-news/lrussia-adds-lgbt-movement-list-extremists-terrorists-rcna144626, https://www.cbsnews.com/video/christian-cooper-the-extraordinary-birder/, https://www.bbc.co.uk/sport/68564019, https://www.naturalnews.com/2024-03-25-dont-confuse-minority-rights-harmful-consequences-lgbt-propaganda.html, https://www.abc.net.au/news/2024-03-25/dutch-darts-players-quit-over-transgender-teammate/103627072, https://www.npr.org/2024/03/26/1240984043/police-investigating-racial-harassment-of-ncaa-womens-basketball-team-in-idaho, https://www.forbes.com/sites/ashleemariepreston/2024/03/28/glaads-new-report-on-anti-trans-hate-demands-action-from-meta/, https://www.forbes.com/sites/jeffconway/2024/03/28/olivia-colman-reflects-on-her-beloved-career-i-have-been-very-lucky/, https://www.forbes.com/sites/jamesfarrell/2024/03/29/nine-eurovision-acts-call-for-israel-hamas-cease-fire-but-will-stop-short-of-boycott/, https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_d12539e7-c63c-4488-9c26-f773cb3ba6ba, https://abcnews.go.com/US/wireStory/protests-anti-gay-bills-students-put-play-louisianas-108688853, https://www.cbc.ca/news/entertainment/canadian-artists-open-letter-anti-trans-policies-1.7160219, https://www.bbc.co.uk/news/av/uk-scotland-68688133, https://www.forbes.com/sites/ashleemariepreston/2024/04/01/meet-the-team-behind-glaads-black-lgbtq-media-advocacy/, https://www.nbcnews.com/news/latino/killing-brazilian-politician-marielle-franco-exposes-alleged-ties-poli-rcna145876, https://www.advocate.com/news/best-buy-lgbtq-donations-conservatives, https://www.nbcnews.com/tech/tech-news/elon-musks-x-appoints-new-safety-chiefs-rcna146050, https://www.bbc.co.uk/news/uk-scotland-scotland-politics-68721208, https://www.nbcnews.com/nbc-out/out-pop-culture/housekeeping-beginners-goran-stolevski-queer-found-family-rcna146179, https://www.bbc.co.uk/news/uk-scotland-68746512, https://www.forbes.com/sites/rosaescandon/2024/04/05/katya-zamolodchikova-talks-sex-and-new-season-of-grindr-podcast/, https://www.breitbart.com/entertainment/2024/04/04/trans-harvard-professor-boasts-about-taylor-swift-course-its-her-world-and-we-live-in-it/, https://www.bbc.co.uk/news/uk-scotland-scotland-politics-68756055, https://www.nbcnews.com/nbc-out/out-news/banned-books-lgbtq-library-association-rcna146236, https://www.nbcnews.com/news/sports/dawn-staley-trans-athletes-allowed-play-womens-sports-rcna146745, https://www.nbcnews.com/nbc-out/out-health-and-wellness/new-research-helps-explain-lesbians-report-orgasms-straight-women-rcna146661, https://www.advocate.com/politics/nancy-mace-dawn-staley, https://www.forbes.com/sites/jamesfarrell/2024/04/10/creators-say-meta-should-keep-shouldnt-curb-political-content-in-policy-change-backlash/, https://www.bbc.co.uk/news/uk-politics-68782418, https://www.advocate.com/crime/transgender-latina-killed-los-angeles, https://www.nbcnews.com/nbc-out/out-news/uswntpa-supports-lgbtq-rights-korbin-alberts-tiktok-posts-rcna147262, https://www.nbcnews.com/news/asian-america/dev-patel-monkey-man-trans-hijra-rcna147253, https://www.naturalnews.com/2024-04-11-lgbtq-theme-books-most-challenged-library-books-2023.html, https://www.advocate.com/news/lesbians-straight-women-orgasms, https://www.forbes.com/sites/jeffconway/2024/04/12/actor-oliver-stark-opens-up-about-his-9-1-1-characters-journey/, https://www.bbc.co.uk/news/uk-politics-68796369, https://www.naturalnews.com/2024-04-12-hate-speech-poland-lgbt-three-years-prison.html, https://www.forbes.com/sites/lindseyedarvin/2024/04/12/women-athletes-are-changing-the-culture-of-fan-engagement/, https://www.breitbart.com/entertainment/2024/04/13/watch-dr-phil-audience-laughs-after-trans-activist-says-3-year-olds-know-who-they-are/, https://www.breitbart.com/europe/2024/04/14/leftist-scottish-leaders-popularity-collapses-after-hate-speech-law-introduced/",2,10
3,"4,6,14,23,26,34,36,42,52,75,78,79,92,93,107,108,111,118,122,123,129,135,148,167,172,178,181,183,195,201,202,204,206,223,229,248,252,259,273,306,313,316,321,330,335,337,353,354,359,360,369",,Cluster 3,"https://www.advocate.com/news/editor-chat-advocate-today, https://www.advocate.com/exclusives/lgbtq-tiktok-ban-response, https://abcnews.go.com/US/wireStory/things-developments-impacting-lgbtq-rights-us-108158477, https://www.bbc.co.uk/news/av/uk-england-london-68565803, https://www.bbc.co.uk/news/uk-northern-ireland-68555287, https://www.naturalnews.com/2024-03-18-american-adults-identifying-lgbtq-more-than-doubled.html, https://abcnews.go.com/US/new-video-shows-missing-student-riley-strain-briefly/story?id=108242090, https://www.advocate.com/politics/kentucky-considers-criminalizing-protests, https://www.scientificamerican.com/article/lgbtq-gaming-glaad-survey/, https://www.advocate.com/health/cancer-risk-lgbtq-homophobia, https://www.advocate.com/politics/biden-record-lgbtq-judges-confirmed, https://www.bbc.co.uk/news/world-europe-68615477, https://www.rt.com/russia/594586-gay-bar-managers-arrested-in-russia/, https://www.advocate.com/politics/house-advances-anti-lgbtq-bills, https://abcnews.go.com/US/wireStory/drag-story-hour-library-canceled-after-suspicious-package-108426550, https://www.breitbart.com/tech/2024/03/23/lgbt-community-melts-down-after-biological-male-voice-actor-accuses-game-developer-of-transphobia/, https://www.forbes.com/sites/tylerroush/2024/03/23/evacuation-orders-lifted-after-series-of-bomb-threats-target-lancaster-pennsylvania/, https://www.abc.net.au/news/2024-03-23/captain-moonlite-james-nesbitt-graves-heritage-register/103622070, https://www.abc.net.au/news/2024-03-25/federal-parliament-live-updates-march-25/103626402, https://www.forbes.com/sites/juliekratz/2024/03/24/women-dont-need-to-be-fixed-organizations-need-to-fix-their-systems/, https://www.bbc.co.uk/news/business-68653311, https://www.abc.net.au/news/2024-03-25/inaccessibility-disabled-queer-australia-perspectives/103052852, https://www.advocate.com/provincetown/provincetown-ultimate-cannabis-guide, https://www.advocate.com/news/anti-lgbtq-legislation-impact, https://finance.yahoo.com/news/grindr-gets-first-buy-rating-155302401.html, https://www.dw.com/en/why-are-south-koreans-less-welcoming-of-lgbtq-neighbors/a-68698268, https://www.advocate.com/arts-entertainment/michaela-jae-rodriguez-loot, https://www.advocate.com/voices/rachel-levine-syphilis, https://www.npr.org/2024/03/29/1241576496/ministering-to-death-row-an-unlikely-friendship-based-on-a-shared-calling, https://www.dw.com/en/lgbtq-club-owner-arrested-in-russia-for-extremism/a-68709295, https://www.dw.com/en/lgbtq-club-owner-arrested-in-russia-extremism/a-68709295, https://www.dw.com/en/lgbt-club-owner-arrested-in-russia-extremism/a-68709295, https://www.nbcnews.com/nbc-out/out-news/trans-people-life-satisfaction-changed-transition-rcna144965, https://www.rt.com/russia/595204-gay-bar-owner-arrested/, https://www.nbcnews.com/nbc-out/out-news/looking-home-transgender-people-find-community-unexpected-places-rcna144468, https://www.advocate.com/politics/kansas-lgbtq-laws, https://www.advocate.com/news/chaya-raichik-doubletree-california, https://www.advocate.com/politics/trump-mark-burns-lgbtq-executions, https://www.advocate.com/voices/anti-lgbtq-legislation-business, https://www.forbes.com/sites/marcberman1/2024/04/09/from-the-real-world-to-queer-eye-to-daytime-talk-karamo-brown-focuses-on-mental-health-and-family/, https://www.advocate.com/news/elon-musk-x-twitter-lgbtq-death-penalty, https://www.rt.com/russia/595716-duolingo-warn-gay-propaganda-russia/, https://www.advocate.com/theater/giselle-byrd-the-theater-offensive, https://www.advocate.com/news/tara-hoot-bomb-threats, https://www.advocate.com/arts-entertainment/colton-underwood-dating-show, https://www.advocate.com/politics/resolution-support-lgbtq-youth, https://www.npr.org/2024/04/13/1244302875/broadway-lempicka-queer-artist, https://www.advocate.com/arts-entertainment/mister-cee-dead-biggie-producer, https://www.advocate.com/news/italy-prime-minister-surrogacy, https://www.cbsnews.com/video/here-comes-the-sun-marcia-gay-harden-and-more/, https://www.forbes.com/sites/entertainment/article/best-true-crime-podcasts/",3,10
4,"147,180,189,196,199,200,210,211,212,214,216,231,244,246,256,262,278,308,317,336,341,349",,Cluster 4,"https://www.breitbart.com/education/2024/03/26/fairfax-democrats-choose-easter-sunday-as-transgender-visibility-day/, https://www.advocate.com/politics/biden-transgender-day-of-visibility, https://www.forbes.com/sites/jamesfarrell/2024/03/30/trump-campaign-blasts-biden-for-recognizing-transgender-day-of-visibility-on-easter-sunday-but-visibility-day-always-falls-on-march-31/, https://www.advocate.com/voices/ceo-message-tdov-2024, https://abcnews.go.com/Politics/white-house-bashes-dishonest-republican-criticism-bidens-transgender/story?id=108687647, https://www.advocate.com/news/trans-voices-transgender-day-visibility, https://www.breitbart.com/politics/2024/03/30/joe-biden-declares-easter-sunday-transgender-day-of-visibility/, https://www.breitbart.com/politics/2024/03/31/caitlyn-jenner-absolutely-disgusted-with-biden-over-transgender-day-of-visibility/, https://www.rt.com/news/595175-biden-declares-trans-day-on-easter/, https://www.npr.org/2024/03/30/1241589753/transgender-day-of-visibility-rachel-crandall-crocker, https://www.breitbart.com/politics/2024/03/30/florida-gop-blasts-biden-declaring-easter-sunday-transgender-day-visibility/, https://www.rt.com/news/595258-biden-transgender-easter-denial/, https://www.advocate.com/politics/jean-pierre-responds-tdov-misinformation, https://www.breitbart.com/clips/2024/04/02/carville-biden-didnt-know-easter-was-trans-visibility-day-no-one-in-the-white-house-knew-there-was-easter-overlap/, https://www.breitbart.com/2024-election/2024/04/03/transgender-levine-dismisses-public-response-to-easter-insult-as-faux-outrage/, https://www.advocate.com/politics/lara-trump-biden-transgender-events, https://www.advocate.com/newsletter/4-4-24, https://www.advocate.com/voices/pope-francis-transgender-people, https://www.advocate.com/news/out-for-biden-harris-launch, https://www.advocate.com/politics/jimmy-kimmel-lgbtq-campaign-biden, https://abcnews.go.com/Politics/wireStory/jill-biden-calls-trump-bully-dangerous-lgbtq-people-109177394, https://www.advocate.com/newsletter/04-12-24",4,10
5,"3,8,29,30,31,35,59,68,81,85,98,101,138,153,164,165,182,205,260,269,289,310,326,334,340",,Cluster 5,"https://www.advocate.com/voices/lds-church-lgbtq, https://www.advocate.com/news/bernie-moreno-ohio-hypocrisy, https://www.abc.net.au/news/2024-03-17/compass-sheikh-shadi-the-home-grown-iman/103585594, https://www.cbc.ca/news/canada/ottawa/kingston-s-storied-grad-club-facing-closure-as-queen-s-hikes-rent-1.7140115, https://www.cbsnews.com/news/raja-krishnamoorthi-mike-gallagher-face-the-nation-transcript-03-17-2024/, https://www.rt.com/russia/594458-gerogia-wants-lgbt-propaganda-ban/, https://www.advocate.com/politics/bernie-moreno-ohio-republican-primary, https://www.forbes.com/sites/saradorn/2024/03/19/trumps-ohio-senate-pick-bernie-moreno-faces-establishment-challenge-in-tonights-primary/, https://www.advocate.com/news/nicole-berner-lesbian-judge-confirmed, https://www.nbcnews.com/nbc-out/out-news/senate-confirms-lgbtq-labor-lawyer-seat-appeals-court-rcna144305, https://www.abc.net.au/news/2024-03-22/nsw-laws-banning-gay-conversion-therapy-pass-parliament/103618786, https://uk.news.yahoo.com/russia-adds-lgbt-movement-list-121939667.html, https://www.abc.net.au/news/2024-03-26/holding-the-man-belvoir-2024-eamon-flack-tom-conroy/103594296, https://www.dw.com/en/thailand-lawmakers-pass-same-sex-marriage-bill/a-68676628, https://www.naturalnews.com/2024-03-28-uk-museum-claims-birds-dinosaurs-lgbtq.html, https://www.cbsnews.com/minnesota/news/as-queer-community-mourns-loss-of-19-bar-walker-art-center-hosts-celebration-of-its-past/, https://www.forbes.com/sites/hughmcintyre/2024/03/29/jojo-siwas-new-single-hits-the-billboard-chartsand-its-not-even-out-yet/, https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_54ba4aa5-69f3-4452-9299-97f528ba913b, https://www.breitbart.com/social-justice/2024/04/04/north-face-among-sponsors-of-lgbtq-camp-where-12-year-olds-can-perform-in-drag/, https://www.advocate.com/politics/school-board-elections-st-louis-conservatives-lose, https://www.naturalnews.com/2024-04-08-north-face-target-lgbt-youth-camp-genderless.html, https://www.advocate.com/politics/dont-say-gay-bill-louisiana, https://www.naturalnews.com/2024-04-11-north-face-major-sponsor-lgbt-youth-camp.html, https://www.nbcnews.com/nbc-out/out-news/ghana-ruling-party-presidential-candidate-says-opposes-sex-relations-rcna147576, https://www.bbc.co.uk/news/world-europe-68801392",5,10
6,"16,20,21,24,25,38,56,65,66,70,71,72,76,83,86,90,109,114,128,131,157,161,168,170,171,174,176,185,186,194,197,207,209,215,230,241,242,254,257,263,265,270,272,274,277,281,291,293,298,312,319,345,350,361,362,363,365,368",,Cluster 6,"https://www.npr.org/2024/03/15/1197962965/love-lies-bleeding-is-the-queer-erotic-thriller-kristen-stewart-fans-have-wanted, https://www.advocate.com/arts-entertainment/anyone-but-you-lesbian-wedding, https://www.rt.com/news/594359-orban-hungary-eu-occupy/, https://www.breitbart.com/politics/2024/03/17/arizona-bookstore-nixes-drag-show-palestine-event-after-backlash-they-should-this-palestine/, https://abcnews.go.com/US/missing-university-missouri-student-riley-strains-bank-card/story?id=108216437, https://www.advocate.com/arts-entertainment/eric-mccormack, https://www.scientificamerican.com/article/contributors-to-scientific-americans-april-2024-issue/, https://www.scientificamerican.com/article/the-dangers-of-fast-science/, https://www.bbc.co.uk/news/uk-northern-ireland-68596573, https://www.forbes.com/sites/marcberman1/2024/03/19/hollywoods-hebrew-helper-todd-shotz-seeks-accuracy-in-jewish-culture-and-presence/, https://www.bbc.co.uk/news/world-europe-40134140, https://www.bbc.co.uk/news/live/world-europe-68617038, https://www.npr.org/2024/03/20/1239622769/ireland-prime-minister-leo-varadkar-resigns, https://www.nbcnews.com/nbc-out/out-news/lgbtq-nonprofits-mackenzie-scott-billionaire-amazon-rcna144245, https://www.bbc.co.uk/news/world-us-canada-68609687, https://abcnews.go.com/US/riley-strains-stepdad-opens-familys-difficult-conversations-nashville/story?id=108325499, https://www.cbc.ca/news/canada/prince-edward-island/pei-erica-rutherford-venice-biennale-1.7152781, https://www.nbcnews.com/nbc-out/out-pop-culture/ricky-martin-reflects-decision-come-publicly-gay-rcna144646, https://www.bbc.co.uk/news/uk-68633812, https://abcnews.go.com/US/wireStory/judge-dismisses-lawsuit-musks-nonprofit-researchers-tracking-hate-108477005, https://www.scientificamerican.com/article/viral-genetics-confirms-what-on-the-ground-activists-knew-early-in-the-mpox/, https://www.forbes.com/sites/juliekratz/2024/03/27/boeing-a-cautionary-tale-in-psychological-safety/, https://www.bbc.co.uk/news/newsbeat-68664632, https://www.bbc.co.uk/sport/68672104, https://www.advocate.com/voices/imara-jones, https://www.cbc.ca/news/england-soccer-jersey-redesign-1.7158517, https://www.nbcnews.com/nbc-out/out-news/best-buy-offers-screen-lgbtq-nonprofit-donations-conservative-pressure-rcna145603, https://www.naturalnews.com/2024-03-28-drag-queen-feted-by-kamala-accused-assaults.html, https://www.cbc.ca/arts/queer-comedy-tour-canada-1.7157060, https://www.forbes.com/sites/entertainment/article/best-drama-movies/, https://www.nbcnews.com/news/world/eurovision-song-contest-israel-hamas-war-gaza-artists-malmo-rcna145584, https://www.forbes.com/sites/micheleherrmann/2024/03/31/wanderful-founder-beth-santos-is-giving-women-solid-advice-on-solo-travel/, https://www.cbc.ca/news/canada/edmonton/trans-athlete-competition-alberta-1.7157218, https://www.abc.net.au/news/2024-03-31/dom-tulleken-disability-dance-academy/103644946, https://www.naturalnews.com/2024-04-01-bezos-ex-wife-donations-migrant-invasion-transgenderism.html, https://www.bbc.co.uk/news/uk-england-manchester-68715940, https://www.npr.org/2024/04/02/1242334968/caitlin-clark-iowa-uconn-final-four, https://www.advocate.com/news/zieglers-republican-florida-fall, https://www.forbes.com/sites/soniathompson/2024/04/04/why-best-buy-decided-to-screen-donations-to-lgbtq-charities/, https://www.breitbart.com/entertainment/2024/04/04/detransitioner-crashes-disney-shareholder-meeting-blames-company-for-her-body-being-irreversibly-damaged/, https://www.nbcnews.com/nbc-out/out-pop-culture/andrew-scott-tom-ripley-queer-coded-killers-rcna146212, https://www.bbc.co.uk/news/uk-politics-68740332, https://www.forbes.com/sites/minkyworden/2024/04/05/saudi-arabia-hasnt-earned-womens-tennis-championships/, https://www.npr.org/2024/04/05/1242991224/up-first-newsletter-biden-netanyahu-us-policy-no-labels-2024-election, https://www.advocate.com/history/king-james-bible-queer, https://www.bbc.co.uk/sport/football/68754082, https://www.forbes.com/sites/juliekratz/2024/04/07/inclusive-marketing-is-about-relevance-and-growth/, https://www.naturalnews.com/2024-04-08-first-transgender-clinic-formed-germany-jewish-doctor.html, https://www.breitbart.com/entertainment/2024/04/07/golden-globes-host-jerrod-carmichael-calls-dave-chappelle-an-egomaniac-says-gay-jokes-still-scary-for-me/, https://www.npr.org/2024/04/10/1198909655/siblings-sexuality-fraternal-birth-order-effect-justin-torres, https://www.naturalnews.com/2024-04-10-climate-change-threatening-incomes-trans-indonesia.html, https://www.npr.org/2024/04/12/1198910620/laura-jane-grace-album-hole-in-my-head, https://www.advocate.com/news/dc-metro-homophobic-rant, https://www.bbc.co.uk/news/entertainment-arts-68813520, https://www.forbes.com/sites/mayarichard-craven/2024/04/14/dei-should-address-intersectionality-heres-why/, https://www.naturalnews.com/2024-04-13-lgbtz-transgenderism-and-zionism-in-common.html, https://www.bbc.co.uk/sport/cricket/68803307, https://www.breitbart.com/politics/2024/04/14/far-left-activists-chicago-filmed-cheering-irans-major-attack-israel-radical-left-sick/",6,10
7,"11,12,67,140,160,232,233,234,235,239,243,249,264,287,290,296,299,339,352,364",,Cluster 7,"https://www.dw.com/en/lgbtq-in-africa-how-the-us-far-right-whips-up-homophobia/a-68562333, https://www.npr.org/2024/03/15/1238272873/desantis-woke-dont-say-gay-florida-stop-woke, https://www.cbsnews.com/video/mark-robinson-gop-nominee-for-north-carolina-governor-has-history-of-inflammatory-remarks/, https://www.advocate.com/news/abortions-increase-despite-bans, https://www.cbc.ca/news/world/disney-desantis-lawsuit-settled-1.7157648, https://abcnews.go.com/US/wireStory/wisconsin-governor-vetoes-transgender-high-school-athletics-ban-108750696, https://abcnews.go.com/International/wireStory/vatican-publish-document-gender-surrogacy-human-dignity-week-108742561, https://www.advocate.com/politics/wisconsin-trans-sports-ban-veto, https://www.cbsnews.com/minnesota/news/wisconsin-governor-veto-transgender-high-school-athletics-ban-lgbtq-rights/, https://www.breitbart.com/sports/2024/04/02/wi-dem-gov-tony-evers-vetoes-bill-that-would-protect-girls-sports-trans-athletes/, https://www.advocate.com/news/surrogacy-michigan-bill, https://www.advocate.com/newsletter/4-2-24, https://www.forbes.com/sites/caileygleeson/2024/04/04/un-human-rights-council-passes-landmark-resolution-protecting-rights-of-intersex-people/, https://www.advocate.com/news/pope-francis-gender-affirming-surgery, https://www.bbc.co.uk/news/world-europe-68761487, https://www.nbcnews.com/news/world/vatican-blasts-gender-affirming-surgery-surrogacy-gender-theory-rcna146824, https://www.forbes.com/sites/roberthart/2024/04/08/vatican-condemns-gender-affirming-surgery-gender-theory-and-surrogacy-as-threats-to-human-dignity/, https://www.nbcnews.com/news/us-news/tennessee-lawmakers-send-bill-ban-first-cousin-marriages-governor-rcna147524, https://www.cbsnews.com/news/kansas-governor-vetoes-ban-gender-affirming-care-for-minors-anti-abortion-bills/, https://www.npr.org/2024/04/13/1244600423/kansas-governor-vetoes-ban-gender-affirming-care-minors",7,10
