,title,description,url,source_name,news_id,text
97,Georgian MP introduces bill that seeks to ban LGBT propaganda and indoctrination efforts (most of which target youth),"Mamuka Mdinaradze, majority leader of Georgia’s unicameral parliament, has introduced a bill that seeks to ban LGBT propaganda in the country. The bill aims to protect the society from pseudo-liberal ideology and its inevitable harmful consequences. “Georgian…",https://www.naturalnews.com/2024-03-21-georgian-mp-introduces-bill-banning-lgbt-propaganda.html,Naturalnews.com,97,"Georgian MP introduces bill that seeks to ban LGBT propaganda and indoctrination efforts (most of which target youth). Mamuka Mdinaradze, majority leader of Georgia’s unicameral parliament, has introduced a bill that seeks to ban LGBT propaganda in the country. The bill aims to protect the society from pseudo-liberal ideology and its inevitable harmful consequences. “Georgian…"
98,'We will protect you': NSW bans gay conversion therapy after marathon parliamentary debate,"Advocacy group Equality Australia calls the move a ""historic step"", paying tribute to trailblazing 78ers who took to the streets in protest to make change for the LGBTQ+ community.",https://www.abc.net.au/news/2024-03-22/nsw-laws-banning-gay-conversion-therapy-pass-parliament/103618786,ABC News (AU),98,"'We will protect you': NSW bans gay conversion therapy after marathon parliamentary debate. Advocacy group Equality Australia calls the move a ""historic step"", paying tribute to trailblazing 78ers who took to the streets in protest to make change for the LGBTQ+ community."
99,"Government hears back on religious schools review, but its own plans are still unclear","An independent review into protecting LGBT staff and students at religious schools is now complete, but the government's own plans are no clearer.",https://www.abc.net.au/news/2024-03-21/government-hears-back-on-religious-schools-review-plans-unclear/103617228,ABC News (AU),99,"Government hears back on religious schools review, but its own plans are still unclear. An independent review into protecting LGBT staff and students at religious schools is now complete, but the government's own plans are no clearer."
100,Oklahoma prosecutors will not press charges in Nex Benedict case,"Nex, a nonbinary teen, died by suicide after a high school fight. The Tulsa County District Attorney says the fight was mutual and there's not enough evidence to press charges.",https://www.npr.org/2024/03/21/1240079971/nex-benedict-case-tulsa-da,NPR,100,"Oklahoma prosecutors will not press charges in Nex Benedict case. Nex, a nonbinary teen, died by suicide after a high school fight. The Tulsa County District Attorney says the fight was mutual and there's not enough evidence to press charges."
101,Moscow adds 'LGBT movement' to list of extremist and terrorist organizations...,"Moscow adds 'LGBT movement' to list of extremist and terrorist organizations...

 
 
 
 (Third column, 6th story, link)

 

 

 
 Related stories:Record Russian Missile Barrage Disrupts Ukraine Power System...
Crackdown on Artists Paints Portrait of Scar…",https://uk.news.yahoo.com/russia-adds-lgbt-movement-list-121939667.html,Yahoo Entertainment,101,"Moscow adds 'LGBT movement' to list of extremist and terrorist organizations.... Moscow adds 'LGBT movement' to list of extremist and terrorist organizations...

 
 
 
 (Third column, 6th story, link)

 

 

 
 Related stories:Record Russian Missile Barrage Disrupts Ukraine Power System...
Crackdown on Artists Paints Portrait of Scar…"
102,No charges to be filed in school fight involving Nex Benedict: DA,"No charges will be filed in connection with a fight that Oklahoma teen Nex Benedict was involved in a day before they died, the Tulsa County district attorney said.",https://abcnews.go.com/US/nex-benedict-fight-no-charges/story?id=108368542,ABC News,102,"No charges to be filed in school fight involving Nex Benedict: DA. No charges will be filed in connection with a fight that Oklahoma teen Nex Benedict was involved in a day before they died, the Tulsa County district attorney said."
103,US to ban LGBTQ flags from embassies – Bloomberg,"American embassies won’t be able to fly the rainbow banner until October 1, as part of a $1.2 trillion spending deal Read Full Article at RT.com",https://www.rt.com/news/594695-rainbow-flag-embassy-ban/,RT,103,"US to ban LGBTQ flags from embassies – Bloomberg. American embassies won’t be able to fly the rainbow banner until October 1, as part of a $1.2 trillion spending deal Read Full Article at RT.com"
104,Tennessee bill would permit anti-LGBTQ+ foster and adoptee parents,"The Tennessee state Senate on Tuesday passed legislation that would bar the state from excluding foster and adopting parents because of their religious or moral beliefs, including on matters of sexual and gender identity.",https://www.advocate.com/politics/tennessee-anti-lgbtq-foster,Advocate.com,104,"Tennessee bill would permit anti-LGBTQ+ foster and adoptee parents. The Tennessee state Senate on Tuesday passed legislation that would bar the state from excluding foster and adopting parents because of their religious or moral beliefs, including on matters of sexual and gender identity."
105,White House Agrees To Ban Pride Flags At US Embassies In Spending Bill Deal,"The State Department authorized pride flags to be flown at U.S. embassies in 2021, reversing a Trump-era ban.",https://www.forbes.com/sites/antoniopequenoiv/2024/03/21/white-house-agrees-to-ban-pride-flags-at-us-embassies-in-spending-bill-deal/,Forbes,105,"White House Agrees To Ban Pride Flags At US Embassies In Spending Bill Deal. The State Department authorized pride flags to be flown at U.S. embassies in 2021, reversing a Trump-era ban."
106,‘LGBT movement’ added to Russia’s terrorist list,The Russian Federal Financial Monitoring Service’s website was updated on Friday to include the LGBT movement Read Full Article at RT.com,https://www.rt.com/russia/594682-lgbt-terrorism-russia-law/,RT,106,‘LGBT movement’ added to Russia’s terrorist list. The Russian Federal Financial Monitoring Service’s website was updated on Friday to include the LGBT movement Read Full Article at RT.com
107,"Drag story hour at library canceled after suspicious package and threats, authorities say",A suspicious package was found in the library.,https://abcnews.go.com/US/wireStory/drag-story-hour-library-canceled-after-suspicious-package-108426550,ABC News,107,"Drag story hour at library canceled after suspicious package and threats, authorities say. A suspicious package was found in the library."
108,LGBT Community Melts Down After Biological Male Voice Actor Accuses Game Developer of 'Transphobia',"Behaviour Interactive, the developers behind the popular online survival horror game Dead By Daylight, have found themselves facing controversy after the recent addition of a new character sparked allegations of transphobia from the character's transgender vo…",https://www.breitbart.com/tech/2024/03/23/lgbt-community-melts-down-after-biological-male-voice-actor-accuses-game-developer-of-transphobia/,Breitbart News,108,"LGBT Community Melts Down After Biological Male Voice Actor Accuses Game Developer of 'Transphobia'. Behaviour Interactive, the developers behind the popular online survival horror game Dead By Daylight, have found themselves facing controversy after the recent addition of a new character sparked allegations of transphobia from the character's transgender vo…"
109,"Years after her death, a trailblazing transgender P.E.I. artist will be part of prestigious Venice show","Erica Rutherford, a groundbreaking transgender painter, filmmaker and writer, is the first Prince Edward Island artist to ever be selected for the prestigious Venice Biennale art show.",https://www.cbc.ca/news/canada/prince-edward-island/pei-erica-rutherford-venice-biennale-1.7152781,CBC News,109,"Years after her death, a trailblazing transgender P.E.I. artist will be part of prestigious Venice show. Erica Rutherford, a groundbreaking transgender painter, filmmaker and writer, is the first Prince Edward Island artist to ever be selected for the prestigious Venice Biennale art show."
110,New government spending bill bans U.S. embassies from flying Pride flag,The prohibition was one of many side issues included in the mammoth $1.2 trillion package to fund the government through September.,https://www.cbsnews.com/news/u-s-embassies-banned-from-flying-pride-flags-new-government-spending-bill/,CBS News,110,New government spending bill bans U.S. embassies from flying Pride flag. The prohibition was one of many side issues included in the mammoth $1.2 trillion package to fund the government through September.
111,"Evacuation Orders Lifted After Series Of Bomb Threats Target Lancaster, Pennsylvania",The city’s public library was apparently targeted for hosting a “Drag Queen Story Hour.”,https://www.forbes.com/sites/tylerroush/2024/03/23/evacuation-orders-lifted-after-series-of-bomb-threats-target-lancaster-pennsylvania/,Forbes,111,"Evacuation Orders Lifted After Series Of Bomb Threats Target Lancaster, Pennsylvania. The city’s public library was apparently targeted for hosting a “Drag Queen Story Hour.”"
112,Fawzia Mirza's The Queen of My Dreams is a love letter to Bollywood and queerness,"The film tells the story of a mother, Mariam, played by Nimra Bucha, and her daughter, Azra, coming of age while exploring the two characters' complicated relationships to their home countries and each other.",https://www.cbc.ca/radio/day6/the-queen-of-my-dreams-1.7152878,CBC News,112,"Fawzia Mirza's The Queen of My Dreams is a love letter to Bollywood and queerness. The film tells the story of a mother, Mariam, played by Nimra Bucha, and her daughter, Azra, coming of age while exploring the two characters' complicated relationships to their home countries and each other."
113,Biden Signs $1.2 Trillion Spending Bill—Ending Repeated Government Shutdown Concerns After Months Of Negotiations,The Senate approved the spending package early Saturday to avoid a partial government shutdown.,https://www.forbes.com/sites/tylerroush/2024/03/23/biden-signs-12-trillion-spending-bill-ending-repeated-government-shutdown-concerns-after-months-of-negotiations/,Forbes,113,Biden Signs $1.2 Trillion Spending Bill—Ending Repeated Government Shutdown Concerns After Months Of Negotiations. The Senate approved the spending package early Saturday to avoid a partial government shutdown.
114,Ricky Martin reflects on his decision to come out publicly as gay,"Ricky Martin said his father, a psychologist, was one of the people who encouraged him to come out publicly as gay.",https://www.nbcnews.com/nbc-out/out-pop-culture/ricky-martin-reflects-decision-come-publicly-gay-rcna144646,NBC News,114,"Ricky Martin reflects on his decision to come out publicly as gay. Ricky Martin said his father, a psychologist, was one of the people who encouraged him to come out publicly as gay."
115,Bipartisan spending bill includes effective ban on Pride flags over U.S. embassies,A ban on U.S. embassies flying LGBTQ Pride flags is part of a bipartisan funding deal to avoid a government shutdown ahead of a weekend deadline.,https://www.nbcnews.com/nbc-out/out-politics-and-policy/pride-flag-ban-us-embassies-government-shutdown-deal-rcna144647,NBC News,115,Bipartisan spending bill includes effective ban on Pride flags over U.S. embassies. A ban on U.S. embassies flying LGBTQ Pride flags is part of a bipartisan funding deal to avoid a government shutdown ahead of a weekend deadline.
116,"In latest move, Russia adds ‘LGBT movement’ to official list of extremists and terrorists","Russia has added what it calls the “LGBT movement” to a list of extremist and terrorist organizations, state media said on Friday.",https://www.nbcnews.com/nbc-out/out-news/lrussia-adds-lgbt-movement-list-extremists-terrorists-rcna144626,NBC News,116,"In latest move, Russia adds ‘LGBT movement’ to official list of extremists and terrorists. Russia has added what it calls the “LGBT movement” to a list of extremist and terrorist organizations, state media said on Friday."
117,Russia adds 'LGBT movement' to list of extremist groups,A Russian monitor with the power to freeze bank accounts has designated what it calls the LGBT movement an extremist organization. It comes after a similar ruling from the Supreme Court last November.,https://www.dw.com/en/russia-adds-lgbt-movement-to-list-of-extremist-groups/a-68642659,DW (English),117,Russia adds 'LGBT movement' to list of extremist groups. A Russian monitor with the power to freeze bank accounts has designated what it calls the LGBT movement an extremist organization. It comes after a similar ruling from the Supreme Court last November.
118,Final resting place of queer bushranger pair in line for heritage recognition,"The graves of Captain Moonlite and James Nesbitt are being considered for the state heritage register, not only for their notoriety as colonial-era criminals, but for their publicly acknowledged same-sex relationship.",https://www.abc.net.au/news/2024-03-23/captain-moonlite-james-nesbitt-graves-heritage-register/103622070,ABC News (AU),118,"Final resting place of queer bushranger pair in line for heritage recognition. The graves of Captain Moonlite and James Nesbitt are being considered for the state heritage register, not only for their notoriety as colonial-era criminals, but for their publicly acknowledged same-sex relationship."
119,"No charges filed in Nex Benedict's death, Oklahoma district attorney says",Nex Benedict's death prompted rallies and vigils in U.S. cities from New York to Los Angeles.,https://www.cbsnews.com/news/nex-benedict-death-no-charges-filed-district-attorney-tulsa-oklahoma/,CBS News,119,"No charges filed in Nex Benedict's death, Oklahoma district attorney says. Nex Benedict's death prompted rallies and vigils in U.S. cities from New York to Los Angeles."
120,How Two Recent Cases Of Violence Illustrate The Lives of LGBTQ People,"Suicide rates for queer and trans people are disproportionately high. They're also routinely targets of violence and hate crimes.<br/><br/>While some states have protections for queer and trans people, many other states have passed laws that restrict the righ…",https://www.npr.org/2024/03/24/1198910892/how-two-recent-cases-of-violence-illustrate-the-lives-of-lgbtq-people,NPR,120,"How Two Recent Cases Of Violence Illustrate The Lives of LGBTQ People. Suicide rates for queer and trans people are disproportionately high. They're also routinely targets of violence and hate crimes.<br/><br/>While some states have protections for queer and trans people, many other states have passed laws that restrict the righ…"
121,"Embassies Banned From Flying LGBTQ Pride Flags, House DEI Office Closed By Spending Bill",One of the provisions included in the recently passed government funding bill banned the pride flag from being displayed at U.S embassies.,https://www.forbes.com/sites/anafaguy/2024/03/24/embassies-banned-from-flying-lgbtq-pride-flags-house-dei-office-closed-by-spending-bill/,Forbes,121,"Embassies Banned From Flying LGBTQ Pride Flags, House DEI Office Closed By Spending Bill. One of the provisions included in the recently passed government funding bill banned the pride flag from being displayed at U.S embassies."
122,Live: New report finds discrimination endemic in religious schools as government considers legislation,"An Equality Australia report says students in religious schools are more likely to be discriminated against, as the federal government considers new laws on the subject.",https://www.abc.net.au/news/2024-03-25/federal-parliament-live-updates-march-25/103626402,ABC News (AU),122,"Live: New report finds discrimination endemic in religious schools as government considers legislation. An Equality Australia report says students in religious schools are more likely to be discriminated against, as the federal government considers new laws on the subject."
123,"Women Don’t Need To Be Fixed, Organizations Need To Fix Their Systems","Instead of encouraging women to be more like men, we need organizations to meet women where they are and build a culture that values gender equality.",https://www.forbes.com/sites/juliekratz/2024/03/24/women-dont-need-to-be-fixed-organizations-need-to-fix-their-systems/,Forbes,123,"Women Don’t Need To Be Fixed, Organizations Need To Fix Their Systems. Instead of encouraging women to be more like men, we need organizations to meet women where they are and build a culture that values gender equality."
124,Transgender teen sent to prison for killing 12-year-old girl,A trans teen is sentenced after confessing to shooting his underage girlfriend while on a movie date Read Full Article at RT.com,https://www.rt.com/news/594818-transgender-teen-sent-to-prison/,RT,124,Transgender teen sent to prison for killing 12-year-old girl. A trans teen is sentenced after confessing to shooting his underage girlfriend while on a movie date Read Full Article at RT.com
125,Two recent case of violence showcase the realities LGBTQ people face,NPR's Scott Detrow speaks with Kris Tassone from the National Center For Transgender Equality about how two recent cases of violence against trans people illustrate the realities LGBTQ people face.,https://www.npr.org/2024/03/24/1240613536/two-recent-case-of-violence-showcase-the-realities-lgbtq-people-face,NPR,125,Two recent case of violence showcase the realities LGBTQ people face. NPR's Scott Detrow speaks with Kris Tassone from the National Center For Transgender Equality about how two recent cases of violence against trans people illustrate the realities LGBTQ people face.
126,Black Athletes Could Upset March Madness And End Attacks On DEI,"Many Black athletes in the 2024 NCAA basketball tournaments attend universities in states where diversity, equity, and inclusion initiatives are under legislative attack.",https://www.forbes.com/sites/shaunharper/2024/03/24/black-athletes-could-upset-march-madness-and-end-attacks-on-dei/,Forbes,126,"Black Athletes Could Upset March Madness And End Attacks On DEI. Many Black athletes in the 2024 NCAA basketball tournaments attend universities in states where diversity, equity, and inclusion initiatives are under legislative attack."
127,"Christian Cooper, the ""Extraordinary Birder""","Christian Cooper made national news in May 2020 when, while birdwatching in New York's Central Park, a white woman called 911 to report that an ""African American man was threatening her life"" after he'd asked her to put her dog on a leash. His recording of th…",https://www.cbsnews.com/video/christian-cooper-the-extraordinary-birder/,CBS News,127,"Christian Cooper, the ""Extraordinary Birder"". Christian Cooper made national news in May 2020 when, while birdwatching in New York's Central Park, a white woman called 911 to report that an ""African American man was threatening her life"" after he'd asked her to put her dog on a leash. His recording of th…"
128,Pilgrimage helped Traitors' star Amanda say 'goodbye mum',The star of the first series of BBC show on the celebrity walk that helped her deal with her grief.,https://www.bbc.co.uk/news/uk-68633812,BBC News,128,Pilgrimage helped Traitors' star Amanda say 'goodbye mum'. The star of the first series of BBC show on the celebrity walk that helped her deal with her grief.
129,Dragon Ball theme park to be built in Saudi Arabia,The announcement was met with mixed reactions from fans of the famed anime.,https://www.bbc.co.uk/news/business-68653311,BBC News,129,Dragon Ball theme park to be built in Saudi Arabia. The announcement was met with mixed reactions from fans of the famed anime.
130,"Amid book bans, DEI cuts and 'Don't Say Gay' laws, 7 states will mandate LGBTQ-inclusive curricula","Washington will now mandate that the state’s public schools teach LGBTQ history, as red and blue states continue to diverge on whether schools should expose kids to gay and trans identities.",https://www.nbcnews.com/nbc-out/out-news/washington-lgbtq-history-schools-governor-law-rcna144991,NBC News,130,"Amid book bans, DEI cuts and 'Don't Say Gay' laws, 7 states will mandate LGBTQ-inclusive curricula. Washington will now mandate that the state’s public schools teach LGBTQ history, as red and blue states continue to diverge on whether schools should expose kids to gay and trans identities."
131,Judge dismisses suit by Musk's X against nonprofit researchers tracking hate speech,"A federal judge has dismissed a lawsuit by Elon Musk’s X Corp. against the non-profit Center for Countering Digital Hate, which has documented the increase in hate speech on the site since it was purchased by the Tesla owner",https://abcnews.go.com/US/wireStory/judge-dismisses-lawsuit-musks-nonprofit-researchers-tracking-hate-108477005,ABC News,131,"Judge dismisses suit by Musk's X against nonprofit researchers tracking hate speech. A federal judge has dismissed a lawsuit by Elon Musk’s X Corp. against the non-profit Center for Countering Digital Hate, which has documented the increase in hate speech on the site since it was purchased by the Tesla owner"
132,"'Damned if you do, damned if you don't' - sportswomen on trans debate",More than 100 elite British sportswomen tell the BBC they would be uncomfortable with transgender women competing in female categories in their sport.,https://www.bbc.co.uk/sport/68564019,BBC News,132,"'Damned if you do, damned if you don't' - sportswomen on trans debate. More than 100 elite British sportswomen tell the BBC they would be uncomfortable with transgender women competing in female categories in their sport."
133,What to know about the Moscow concert attack and what's next in the case,"Russia is still reeling from Friday's attack. Authorities have confirmed at least 137 dead. Suspects, some showing signs of torture, have been charged. Here are other key developments.",https://www.npr.org/2024/03/25/1240718749/russia-moscow-concert-hall-attack-isis-k,NPR,133,"What to know about the Moscow concert attack and what's next in the case. Russia is still reeling from Friday's attack. Authorities have confirmed at least 137 dead. Suspects, some showing signs of torture, have been charged. Here are other key developments."
134,Georgian lawmaker urges UN not to confuse the rights of minorities with the harmful consequences of LGBT propaganda,"The government of the Caucasus nation of Georgia recently introduced an anti-LGBT propaganda bill. Parliament Majority Leader Mamuka Mdinaradze of the governing Georgian Dream Party said this decision comes as the government accuses LGBT advocacy groups, incl…",https://www.naturalnews.com/2024-03-25-dont-confuse-minority-rights-harmful-consequences-lgbt-propaganda.html,Naturalnews.com,134,"Georgian lawmaker urges UN not to confuse the rights of minorities with the harmful consequences of LGBT propaganda. The government of the Caucasus nation of Georgia recently introduced an anti-LGBT propaganda bill. Parliament Majority Leader Mamuka Mdinaradze of the governing Georgian Dream Party said this decision comes as the government accuses LGBT advocacy groups, incl…"
135,Living with disability and being queer poses a 'double whammy' of accessibility challenges,"Accessibility isn't just about being able to get on a bus or use a public toilet. Queer people with disability say they often feel like they're being ""marginalised even on the margins"".",https://www.abc.net.au/news/2024-03-25/inaccessibility-disabled-queer-australia-perspectives/103052852,ABC News (AU),135,"Living with disability and being queer poses a 'double whammy' of accessibility challenges. Accessibility isn't just about being able to get on a bus or use a public toilet. Queer people with disability say they often feel like they're being ""marginalised even on the margins""."
136,Elliot Page Decries 'Rights of LGBTQ2+ People Being Revoked',"Elliot Page, formerly actress Ellen Page, has charged that the ""rights of LGBTQ2+ people are being revoked"" throughout the world.
The post Elliot Page Decries ‘Rights of LGBTQ2+ People Being Revoked’ appeared first on Breitbart.",https://www.breitbart.com/entertainment/2024/03/25/elliot-page-decries-rights-of-lgbtq2-people-being-revoked/,Breitbart News,136,"Elliot Page Decries 'Rights of LGBTQ2+ People Being Revoked'. Elliot Page, formerly actress Ellen Page, has charged that the ""rights of LGBTQ2+ people are being revoked"" throughout the world.
The post Elliot Page Decries ‘Rights of LGBTQ2+ People Being Revoked’ appeared first on Breitbart."
137,Ex-Levi’s President Jennifer Sey Launches XX-XY Athletics To Protect Women’s Sports,Jennifer Sey is launching an athletic clothing brand to help protect women and girls from being forced to compete and share locker rooms with transgender athletes.,https://www.forbes.com/sites/pamdanziger/2024/03/25/ex-levis-president-jennifer-sey-launches-xx-xy-athletics-to-protect-womens-sports/,Forbes,137,Ex-Levi’s President Jennifer Sey Launches XX-XY Athletics To Protect Women’s Sports. Jennifer Sey is launching an athletic clothing brand to help protect women and girls from being forced to compete and share locker rooms with transgender athletes.
138,'There is a way past the horror': How a new production of Holding the Man embraced joy,Timothy Conigrave's 1995 memoir is an absolutely devastating story of Australia's AIDS epidemic — but its stage adaptation centres joy and love.,https://www.abc.net.au/news/2024-03-26/holding-the-man-belvoir-2024-eamon-flack-tom-conroy/103594296,ABC News (AU),138,'There is a way past the horror': How a new production of Holding the Man embraced joy. Timothy Conigrave's 1995 memoir is an absolutely devastating story of Australia's AIDS epidemic — but its stage adaptation centres joy and love.
139,Dutch darts players quit national women's team over transgender teammate,"Two players quit the Dutch women's darts team, saying they refuse to team up with trans woman Noa-Lynn van Leuven, who the sport's governing body is backing.",https://www.abc.net.au/news/2024-03-25/dutch-darts-players-quit-over-transgender-teammate/103627072,ABC News (AU),139,"Dutch darts players quit national women's team over transgender teammate. Two players quit the Dutch women's darts team, saying they refuse to team up with trans woman Noa-Lynn van Leuven, who the sport's governing body is backing."
140,"'Fractured landscape:' Abortions in the U.S. are increasing, despite 'drastic' bans","Despite abortion restrictions being implemented in 21 states since the overturning of Roe v. Wade, a new report from the Guttmacher Institute found that ""abortions in the U.S. are increasing."" An estimated 1,026,690 abortions were performed in the country in …",https://www.advocate.com/news/abortions-increase-despite-bans,Advocate.com,140,"'Fractured landscape:' Abortions in the U.S. are increasing, despite 'drastic' bans. Despite abortion restrictions being implemented in 21 states since the overturning of Roe v. Wade, a new report from the Guttmacher Institute found that ""abortions in the U.S. are increasing."" An estimated 1,026,690 abortions were performed in the country in …"
141,Lawsuit filed against Ohio trans care ban legislation,"A lawsuit has been filed against Ohio's House Bill 68, which bans gender-affirming medical care for transgender minors.",https://abcnews.go.com/US/lawsuit-filed-families-ohio-trans-care-ban-legislation/story?id=108519925,ABC News,141,"Lawsuit filed against Ohio trans care ban legislation. A lawsuit has been filed against Ohio's House Bill 68, which bans gender-affirming medical care for transgender minors."
142,Judge temporarily blocks Texas AG from investigating nonprofit supporting transgender minors,"The Texas Office of the Attorney General was blocked from demanding information and documents from PFLAG, a national nonprofit that supports the families of LGBTQ people, including transgender youths seeking gender-affirming care.",https://www.nbcnews.com/nbc-out/out-news/judge-temporarily-blocks-texas-ag-investigating-nonprofit-supporting-t-rcna145091,NBC News,142,"Judge temporarily blocks Texas AG from investigating nonprofit supporting transgender minors. The Texas Office of the Attorney General was blocked from demanding information and documents from PFLAG, a national nonprofit that supports the families of LGBTQ people, including transgender youths seeking gender-affirming care."
143,Police investigating racial harassment of NCAA women's basketball team in Idaho,"Police are investigating reported harassment of the University of Utah women's basketball team while staying in Coeur D'Alene, Idaho for the NCAA tournament in nearby Spokane, Washington.",https://www.npr.org/2024/03/26/1240984043/police-investigating-racial-harassment-of-ncaa-womens-basketball-team-in-idaho,NPR,143,"Police investigating racial harassment of NCAA women's basketball team in Idaho. Police are investigating reported harassment of the University of Utah women's basketball team while staying in Coeur D'Alene, Idaho for the NCAA tournament in nearby Spokane, Washington."
144,Granderson: New ban on Pride flags at U.S. embassies is more than bad optics,Republicans would back the recent budget deal only if it included a measure curbing American leadership on human rights.,https://www.yahoo.com/news/granderson-ban-pride-flags-u-100022740.html,Yahoo Entertainment,144,Granderson: New ban on Pride flags at U.S. embassies is more than bad optics. Republicans would back the recent budget deal only if it included a measure curbing American leadership on human rights.
145,White House calls Republican spending bill’s ban on the Pride flag ‘inappropriate’,"After backlash over a spending bill provision banning Pride flags at U.S. embassies, the Biden-Harris administration is emphasizing its dedication to LGBTQ+ advocacy and outlining efforts to mitigate the impact of the law.",https://www.advocate.com/politics/white-house-pride-flag-ban,Advocate.com,145,"White House calls Republican spending bill’s ban on the Pride flag ‘inappropriate’. After backlash over a spending bill provision banning Pride flags at U.S. embassies, the Biden-Harris administration is emphasizing its dedication to LGBTQ+ advocacy and outlining efforts to mitigate the impact of the law."
146,Texas court further blocks AG Ken Paxton's demand for info on organization's transgender youth support,A court in Texas has blocked Attorney General Ken Paxton’s demand that PFLAG National turn over information and documents about its support of families in Texas seeking gender-affirming medical care for transgender youth.,https://www.advocate.com/news/court-ken-paxton-transgender-pflag,Advocate.com,146,Texas court further blocks AG Ken Paxton's demand for info on organization's transgender youth support. A court in Texas has blocked Attorney General Ken Paxton’s demand that PFLAG National turn over information and documents about its support of families in Texas seeking gender-affirming medical care for transgender youth.
147,Fairfax Democrats Choose Easter Sunday as ‘Transgender Visibility Day’,"Fairfax County Virginia has named Easter Sunday 2024 as “Transgender Visibility Day,” in what many Christians see as a hijack of their most sacred holiday.
The post Fairfax Democrats Choose Easter Sunday as ‘Transgender Visibility Day’ appeared first on Breit…",https://www.breitbart.com/education/2024/03/26/fairfax-democrats-choose-easter-sunday-as-transgender-visibility-day/,Breitbart News,147,"Fairfax Democrats Choose Easter Sunday as ‘Transgender Visibility Day’. Fairfax County Virginia has named Easter Sunday 2024 as “Transgender Visibility Day,” in what many Christians see as a hijack of their most sacred holiday.
The post Fairfax Democrats Choose Easter Sunday as ‘Transgender Visibility Day’ appeared first on Breit…"
148,The ultimate guide to cannabis in Provincetown,"There's so much I adore about Provincetown. It's one of the premier LGBTQ+ destinations in America, boasting a vibrant art scene, stunning beaches and trails, yummy culinary delights, entertainment, and an impressive four cannabis dispensaries within a mile—a…",https://www.advocate.com/provincetown/provincetown-ultimate-cannabis-guide,Advocate.com,148,"The ultimate guide to cannabis in Provincetown. There's so much I adore about Provincetown. It's one of the premier LGBTQ+ destinations in America, boasting a vibrant art scene, stunning beaches and trails, yummy culinary delights, entertainment, and an impressive four cannabis dispensaries within a mile—a…"
149,Thailand moves to legalise same-sex marriage,Thailand's lower house has passed a bill giving legal recognition to same-sex marriage.,https://www.bbc.co.uk/news/world-asia-68672318,BBC News,149,Thailand moves to legalise same-sex marriage. Thailand's lower house has passed a bill giving legal recognition to same-sex marriage.
150,People say they're leaving religion due to anti-LGBTQ teachings and sexual abuse,"People in the U.S. are switching religions and leaving religion altogether in large numbers. A new survey from the Public Religion Research Institute shows a high level of ""religious churning.""",https://www.npr.org/2024/03/27/1240811895/leaving-religion-anti-lgbtq-sexual-abuse,NPR,150,"People say they're leaving religion due to anti-LGBTQ teachings and sexual abuse. People in the U.S. are switching religions and leaving religion altogether in large numbers. A new survey from the Public Religion Research Institute shows a high level of ""religious churning."""
151,Thailand moves closer to legalizing same-sex marriage as parliament passes landmark bill,"Thailand’s parliament overwhelmingly approved a marriage equality bill on Wednesday, a landmark step that moves one of Asia’s most liberal countries closer to becoming its third territory to legalize same-sex unions.",https://www.nbcnews.com/nbc-out/out-news/thailand-same-sex-marriage-bill-passes-parliament-rcna145239,NBC News,151,"Thailand moves closer to legalizing same-sex marriage as parliament passes landmark bill. Thailand’s parliament overwhelmingly approved a marriage equality bill on Wednesday, a landmark step that moves one of Asia’s most liberal countries closer to becoming its third territory to legalize same-sex unions."
152,Marriage equality bill overwhelmingly passes Thai lower house,Lawmakers in Thailand's lower house of parliament overwhelmingly approved a marriage equality bill on Wednesday that would make the country the first in Southeast Asia to legalize equal rights for marriage partners of any gender.,https://www.cbc.ca/news/world/thailand-marriage-equality-bill-1.7156766,CBC News,152,Marriage equality bill overwhelmingly passes Thai lower house. Lawmakers in Thailand's lower house of parliament overwhelmingly approved a marriage equality bill on Wednesday that would make the country the first in Southeast Asia to legalize equal rights for marriage partners of any gender.
153,Thailand: Lawmakers pass same-sex marriage bill,"Thailand is on track to become Southeast Asia's first country to recognize LGBTQ+ unions. The bill, passed in the lower house, still needs Senate approval and the king's endorsement before it becomes law.",https://www.dw.com/en/thailand-lawmakers-pass-same-sex-marriage-bill/a-68676628,DW (English),153,"Thailand: Lawmakers pass same-sex marriage bill. Thailand is on track to become Southeast Asia's first country to recognize LGBTQ+ unions. The bill, passed in the lower house, still needs Senate approval and the king's endorsement before it becomes law."
154,Sacramento declares itself a sanctuary city for transgender people,The Sacramento City Council voted unanimously to declare the California capital a “sanctuary city for transgender people.”,https://www.nbcnews.com/nbc-out/out-news/sacramento-sanctuary-city-transgender-people-rcna145287,NBC News,154,Sacramento declares itself a sanctuary city for transgender people. The Sacramento City Council voted unanimously to declare the California capital a “sanctuary city for transgender people.”
155,Thailand lawmakers pass landmark LGBTQ marriage equality bill,The amendment to Thailand's civil laws would make the country the first in Southeast Asia to grant equal marriage rights to people of all genders.,https://www.cbsnews.com/news/thailand-lgbtq-same-sex-marriage-equality-bill/,CBS News,155,Thailand lawmakers pass landmark LGBTQ marriage equality bill. The amendment to Thailand's civil laws would make the country the first in Southeast Asia to grant equal marriage rights to people of all genders.
